fiscal_year,Query_Run,Customer,SubCustomer,productorservicearea,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
1997,08:22.5,Defense,Other DoD,ICT,Cost No Fee,13159375,40
1997,08:22.5,Defense,Other DoD,ICT,Fixed Price with Economic Price Adjustment,161542661,1327
1997,08:22.5,Defense,Other DoD,Missiles & Space,NULL,317364,3
1997,08:22.5,Defense,Other DoD,Other,Firm Fixed Price,85971221,612
1997,08:22.5,Defense,Army,Engines & Power Plants,Cost Plus Incentive,-1090553,3
1997,08:22.5,Defense,Army,ERS,Cost Sharing,120000,1
1997,08:22.5,Defense,Army,FRS&C,NULL,65114860,344
1997,08:22.5,Defense,Army,FRS&C,Fixed Price Redetermination,133399531,121
1997,08:22.5,Defense,Army,ICT,Cost Plus Fixed Fee,177708605,494
1997,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Award Fee,10841513,12
1997,08:22.5,Defense,Army,MED,Cost No Fee,1060495,7
1997,08:22.5,Defense,Army,Missiles & Space,Cost Plus Award Fee,1059779,12
1997,08:22.5,Defense,Army,Missiles & Space,Cost Plus Incentive,364976056,52
1997,08:22.5,Defense,Army,Other,Cost Sharing,1403164,4
1997,08:22.5,Defense,Army,PAMS,Fixed Price Redetermination,56075546,77
1997,08:22.5,Defense,Army,R&D,Fixed Price Redetermination,5847932,9
1997,08:22.5,Defense,DLA,Ground Vehicles,NULL,668117,10
1997,08:22.5,Defense,DLA,ICT,Cost Plus Fixed Fee,686612,3
1997,08:22.5,Defense,DLA,Other,Cost Sharing,100000,1
1997,08:22.5,Defense,DLA,PAMS,Fixed Price Redetermination,642403,1
1997,08:22.5,Defense,DLA,Ships,Fixed Price with Economic Price Adjustment,1497753,7
1997,08:22.5,Defense,MDA,Electronics & Communications,NULL,1612744,11
1997,08:22.5,Defense,MilitaryHealth,Electronics & Communications,Firm Fixed Price,103376,2
1997,08:22.5,Defense,MilitaryHealth,ICT,NULL,213598,2
1997,08:22.5,Defense,Navy,Aircraft,NULL,3821481,8
1997,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price Incentive,99080,2
1997,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Redetermination,2767918,7
1997,08:22.5,Defense,Navy,Engines & Power Plants,Time and Materials,7642144,6
1997,08:22.5,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,333290069,20
1997,08:22.5,Defense,Navy,ERS,Time and Materials,92795813,464
1997,08:22.5,Defense,Navy,FRS&C,Cost Plus Incentive,895866,2
1997,08:22.5,Defense,Navy,Fuels,NULL,190000,2
1997,08:22.5,Defense,Navy,Ground Vehicles,NULL,13169618,29
1997,08:22.5,Defense,Navy,Ground Vehicles,Firm Fixed Price,52489774,280
1997,08:22.5,Defense,Navy,ICT,Fixed Price Incentive,26169037,12
1997,08:22.5,Defense,Navy,MED,NULL,441270,9
1997,08:22.5,Defense,Navy,MED,Labor Hours,276822,4
1997,08:22.5,Defense,Navy,Missiles & Space,NULL,650208,11
1997,08:22.5,Defense,Navy,Missiles & Space,Cost No Fee,977924,1
1997,08:22.5,Defense,Navy,Other,Fixed Price with Economic Price Adjustment,2094483,17
1997,08:22.5,Defense,Navy,Other,Time and Materials,14993170,70
1997,08:22.5,Defense,Navy,PAMS,Cost Plus Incentive,30241315,121
1997,08:22.5,Defense,Navy,R&D,Cost Plus Incentive,445163290,103
1997,08:22.5,Defense,Navy,Ships,Cost Plus Award Fee,680087255,89
1997,08:22.5,Defense,Navy,Ships,Cost Plus Fixed Fee,127431427,49
1997,08:22.5,Defense,Other DoD,Electronics & Communications,Labor Hours,54299,2
1997,08:22.5,Defense,Other DoD,FRS&C,NULL,365192,3
1997,08:22.5,Defense,Other DoD,ICT,Cost Plus Award Fee,92195276,56
1997,08:22.5,Defense,Other DoD,PAMS,NULL,7734017,54
1997,08:22.5,Defense,Other DoD,PAMS,Firm Fixed Price,143218957,795
1997,08:22.5,Defense,Other DoD,PAMS,Fixed Price Redetermination,25500,1
1997,08:22.5,Defense,Other DoD,R&D,Firm Fixed Price,26818365,163
1998,08:22.5,Defense,Air Force,Aircraft,Cost Plus Incentive,390382659,45
1998,08:22.5,Defense,Air Force,Aircraft,Fixed Price with Economic Price Adjustment,24912193,19
1998,08:22.5,Defense,Air Force,Clothing & Subsistence,NULL,9862704,159
1998,08:22.5,Defense,Air Force,Electronics & Communications,NULL,271006661,2730
1998,08:22.5,Defense,Air Force,Electronics & Communications,Firm Fixed Price,880767725,3880
1998,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price Incentive,1221027,10
1998,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price with Economic Price Adjustment,220436295,14
1998,08:22.5,Defense,Air Force,ERS,Fixed Price Incentive,79956487,57
1998,08:22.5,Defense,Air Force,FRS&C,Firm Fixed Price,2367668680,8521
1998,08:22.5,Defense,Air Force,FRS&C,Fixed Price Redetermination,18909872,102
1998,08:22.5,Defense,Air Force,Fuels,Fixed Price with Economic Price Adjustment,27854775,91
1998,08:22.5,Defense,Air Force,ICT,Cost No Fee,30984510,41
1998,08:22.5,Defense,Air Force,ICT,Labor Hours,88489445,217
1998,08:22.5,Defense,Air Force,Missiles & Space,Cost Plus Incentive,12226133,1
1998,08:22.5,Defense,Air Force,Missiles & Space,Fixed Price with Economic Price Adjustment,79131884,23
1998,08:22.5,Defense,Air Force,Other,Fixed Price Incentive,575902,21
1998,08:22.5,Defense,Air Force,PAMS,Cost Sharing,2698072,14
1998,08:22.5,Defense,Air Force,R&D,Cost Sharing,48807967,86
1998,08:22.5,Defense,Army,Electronics & Communications,Fixed Price with Economic Price Adjustment,142658074,212
1998,08:22.5,Defense,Army,Electronics & Communications,Time and Materials,56346363,110
1998,08:22.5,Defense,Army,ERS,Cost No Fee,27964818,47
1998,08:22.5,Defense,Army,ERS,Labor Hours,2869530,16
1998,08:22.5,Defense,Army,FRS&C,Cost Plus Fixed Fee,626517810,1021
1998,08:22.5,Defense,Army,FRS&C,Firm Fixed Price,7108152360,21924
1998,08:22.5,Defense,Army,Ground Vehicles,Fixed Price Incentive,-176221,2
1998,08:22.5,Defense,Army,Ground Vehicles,Time and Materials,1615896,8
1998,08:22.5,Defense,Army,ICT,Cost Plus Incentive,0,2
1998,08:22.5,Defense,Army,Other,Cost No Fee,3499663,23
1998,08:22.5,Defense,Army,PAMS,Cost Plus Fixed Fee,1023002242,1796
1998,08:22.5,Defense,Army,PAMS,Firm Fixed Price,2062565059,11791
1998,08:22.5,Defense,Army,R&D,Cost Plus Fixed Fee,1971435401,3014
1998,08:22.5,Defense,Army,R&D,Firm Fixed Price,706239710,1466
1998,08:22.5,Defense,Army,Ships,NULL,524439,11
1998,08:22.5,Defense,DLA,Electronics & Communications,Fixed Price with Economic Price Adjustment,40696256,204
1998,08:22.5,Defense,DLA,ERS,Cost No Fee,6675849,5
1998,08:22.5,Defense,DLA,FRS&C,Firm Fixed Price,111962382,639
1998,08:22.5,Defense,DLA,Ground Vehicles,Fixed Price with Economic Price Adjustment,21042257,241
1998,08:22.5,Defense,DLA,PAMS,Cost Plus Fixed Fee,68347830,296
1998,08:22.5,Defense,DLA,PAMS,Firm Fixed Price,25395260,102
1997,08:22.5,Defense,Other DoD,Other,Fixed Price Redetermination,39178,1
1997,08:22.5,Defense,Other DoD,Ships,Fixed Price with Economic Price Adjustment,8512289,37
1998,08:22.5,Defense,Air Force,Aircraft,Fixed Price Incentive,86762505,104
1998,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Incentive,480123393,68
1998,08:22.5,Defense,Air Force,Electronics & Communications,Time and Materials,35213900,150
1998,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Fixed Fee,15342412,35
1998,08:22.5,Defense,Air Force,ERS,NULL,17138624,189
1998,08:22.5,Defense,Air Force,ERS,Cost No Fee,162276,6
1998,08:22.5,Defense,Air Force,ERS,Fixed Price with Economic Price Adjustment,695873,5
1998,08:22.5,Defense,Air Force,ERS,Time and Materials,590344503,967
1998,08:22.5,Defense,Air Force,Fuels,NULL,131022,2
1998,08:22.5,Defense,Air Force,ICT,Cost Plus Fixed Fee,27245481,60
1998,08:22.5,Defense,Air Force,Launchers & Munitions,Cost Plus Award Fee,21947500,10
1998,08:22.5,Defense,Air Force,Launchers & Munitions,Fixed Price with Economic Price Adjustment,234558,1
1998,08:22.5,Defense,Air Force,Other,NULL,133942260,1797
1998,08:22.5,Defense,Air Force,Other,Cost No Fee,2062735583,2147
1998,08:22.5,Defense,Air Force,Other,Time and Materials,3025282,11
1998,08:22.5,Defense,Air Force,PAMS,Firm Fixed Price,1962274404,5309
1998,08:22.5,Defense,Air Force,PAMS,Fixed Price Incentive,21980909,96
1998,08:22.5,Defense,Air Force,R&D,Fixed Price with Economic Price Adjustment,230676037,21
1998,08:22.5,Defense,Air Force,R&D,Labor Hours,75137497,187
1998,08:22.5,Defense,Army,Aircraft,Cost Plus Fixed Fee,32635549,42
1998,08:22.5,Defense,Army,Clothing & Subsistence,Cost No Fee,2434068,1
1998,08:22.5,Defense,Army,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,1280861,12
1998,08:22.5,Defense,Army,Engines & Power Plants,Fixed Price Redetermination,476069,2
1998,08:22.5,Defense,Army,ERS,Cost Plus Incentive,112574265,20
1998,08:22.5,Defense,Army,FRS&C,Cost No Fee,73727767,118
1998,08:22.5,Defense,Army,FRS&C,Cost Plus Award Fee,727352031,742
1998,08:22.5,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,177858708,224
1998,08:22.5,Defense,Army,FRS&C,Labor Hours,10768922,28
1998,08:22.5,Defense,Army,Fuels,Cost No Fee,437344,6
1998,08:22.5,Defense,Army,Fuels,Fixed Price with Economic Price Adjustment,610705,10
1998,08:22.5,Defense,Army,Ground Vehicles,Cost Plus Incentive,-851611,3
1998,08:22.5,Defense,Army,Ground Vehicles,Fixed Price Redetermination,256606,2
1998,08:22.5,Defense,Army,ICT,Firm Fixed Price,650268424,2787
1998,08:22.5,Defense,Army,ICT,Fixed Price Redetermination,25072316,92
1998,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Incentive,44785547,16
1998,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price Redetermination,1037440,5
1998,08:22.5,Defense,Army,Missiles & Space,Firm Fixed Price,1047412923,312
1998,08:22.5,Defense,Army,Missiles & Space,Fixed Price Incentive,41104957,11
1998,08:22.5,Defense,Army,Other,Cost Plus Incentive,15399055,17
1997,08:22.5,Defense,DLA,ERS,NULL,19723036,36
1997,08:22.5,Defense,DLA,Fuels,NULL,1633267,5
1997,08:22.5,Defense,DLA,Fuels,Firm Fixed Price,55111433,141
1997,08:22.5,Defense,DLA,Ground Vehicles,Firm Fixed Price,95213538,1119
1997,08:22.5,Defense,DLA,ICT,Time and Materials,33433572,52
1997,08:22.5,Defense,DLA,Launchers & Munitions,Fixed Price with Economic Price Adjustment,1588278,18
1997,08:22.5,Defense,DLA,Missiles & Space,NULL,34336,1
1997,08:22.5,Defense,DLA,Other,NULL,21792911,203
1997,08:22.5,Defense,DLA,Other,Fixed Price Redetermination,605790,10
1997,08:22.5,Defense,DLA,PAMS,Fixed Price Incentive,253786,1
1997,08:22.5,Defense,MilitaryHealth,ERS,Cost Plus Award Fee,1438722,4
1997,08:22.5,Defense,Navy,Aircraft,Cost Plus Award Fee,114586949,14
1997,08:22.5,Defense,Navy,Aircraft,Fixed Price Redetermination,99419,1
1997,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Incentive,5921886,11
1997,08:22.5,Defense,Navy,Electronics & Communications,Time and Materials,9781008,46
1997,08:22.5,Defense,Navy,Engines & Power Plants,Cost Plus Fixed Fee,474418873,23
1997,08:22.5,Defense,Navy,ICT,Cost Plus Award Fee,263174056,415
1997,08:22.5,Defense,Navy,ICT,Cost Plus Fixed Fee,361370594,1342
1997,08:22.5,Defense,Navy,ICT,Fixed Price Redetermination,144025,3
1997,08:22.5,Defense,Navy,Launchers & Munitions,NULL,1141257,6
1997,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Award Fee,34849665,18
1997,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Fixed Fee,110199033,110
1997,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Redetermination,105235,1
1997,08:22.5,Defense,Navy,Other,Cost Plus Fixed Fee,20294023,64
1997,08:22.5,Defense,Navy,PAMS,Firm Fixed Price,1198388128,4492
1997,08:22.5,Defense,Navy,R&D,Firm Fixed Price,673182403,1041
1997,08:22.5,Defense,Other DoD,Aircraft,Fixed Price with Economic Price Adjustment,2199059,16
1997,08:22.5,Defense,Other DoD,Aircraft,Time and Materials,47304,1
1997,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Award Fee,3018346,5
1997,08:22.5,Defense,Other DoD,Engines & Power Plants,NULL,149358,3
1997,08:22.5,Defense,Other DoD,ERS,NULL,4540429,19
1997,08:22.5,Defense,Other DoD,ERS,Firm Fixed Price,9464254,56
1997,08:22.5,Defense,Other DoD,Ground Vehicles,Firm Fixed Price,936863,9
1997,08:22.5,Defense,Other DoD,ICT,NULL,31108483,226
1997,08:22.5,Defense,Other DoD,ICT,Time and Materials,290982446,474
1997,08:22.5,Defense,Other DoD,Other,NULL,22301433,213
1997,08:22.5,Defense,Other DoD,PAMS,Cost No Fee,5358185,6
1997,08:22.5,Defense,Other DoD,PAMS,Labor Hours,860000,2
1997,08:22.5,Defense,Other DoD,R&D,Cost No Fee,23328225,52
1997,08:22.5,Defense,Other DoD,R&D,Cost Sharing,5010363,9
1997,08:22.5,Defense,Other DoD,R&D,Labor Hours,330975,4
1998,08:22.5,Defense,Air Force,Aircraft,Cost Plus Fixed Fee,222069513,146
1998,08:22.5,Defense,Air Force,Aircraft,Firm Fixed Price,4407652072,2308
1998,08:22.5,Defense,Air Force,Clothing & Subsistence,Fixed Price Redetermination,57267,1
1997,08:22.5,Defense,Army,ICT,Cost No Fee,5221236,14
1997,08:22.5,Defense,Army,ICT,Cost Plus Award Fee,201184283,314
1997,08:22.5,Defense,Army,ICT,Labor Hours,26081505,160
1997,08:22.5,Defense,Army,Launchers & Munitions,NULL,394571,12
1997,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price with Economic Price Adjustment,506488,2
1997,08:22.5,Defense,Army,MED,Fixed Price with Economic Price Adjustment,35362,1
1997,08:22.5,Defense,Army,MED,Labor Hours,399435,10
1997,08:22.5,Defense,Army,Missiles & Space,Cost Plus Fixed Fee,103155960,57
1997,08:22.5,Defense,Army,Other,Firm Fixed Price,725878967,4088
1997,08:22.5,Defense,Army,PAMS,Cost Plus Award Fee,721303444,851
1997,08:22.5,Defense,Army,PAMS,Cost Sharing,1196896,4
1997,08:22.5,Defense,Army,PAMS,Labor Hours,10627445,56
1997,08:22.5,Defense,DLA,Aircraft,Fixed Price Redetermination,1558100,11
1997,08:22.5,Defense,DLA,Clothing & Subsistence,NULL,72599272,142
1997,08:22.5,Defense,DLA,Clothing & Subsistence,Time and Materials,27249,1
1997,08:22.5,Defense,DLA,Electronics & Communications,Firm Fixed Price,322474294,3878
1997,08:22.5,Defense,DLA,Engines & Power Plants,NULL,118493,1
1997,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price with Economic Price Adjustment,27462750,217
1997,08:22.5,Defense,DLA,ERS,Firm Fixed Price,6231175,49
1997,08:22.5,Defense,DLA,FRS&C,NULL,1839797,13
1997,08:22.5,Defense,DLA,FRS&C,Time and Materials,29840,1
1997,08:22.5,Defense,DLA,ICT,NULL,23232113,86
1997,08:22.5,Defense,DLA,ICT,Cost Plus Award Fee,4364099,1
1997,08:22.5,Defense,DLA,ICT,Labor Hours,235463,3
1997,08:22.5,Defense,DLA,Other,Firm Fixed Price,486111750,5187
1997,08:22.5,Defense,DLA,Other,Fixed Price Incentive,5752287,11
1997,08:22.5,Defense,DLA,PAMS,Labor Hours,27391,1
1997,08:22.5,Defense,MilitaryHealth,PAMS,Cost Plus Award Fee,-713610,4
1997,08:22.5,Defense,Navy,Clothing & Subsistence,Cost Plus Fixed Fee,170770,4
1997,08:22.5,Defense,Navy,Electronics & Communications,NULL,261786605,2258
1997,08:22.5,Defense,Navy,ERS,Cost No Fee,361337,4
1997,08:22.5,Defense,Navy,ERS,Cost Plus Award Fee,451287773,888
1997,08:22.5,Defense,Navy,ERS,Cost Plus Fixed Fee,681108446,965
1997,08:22.5,Defense,Navy,ERS,Labor Hours,8025997,25
1997,08:22.5,Defense,Navy,FRS&C,Cost Plus Fixed Fee,313691979,92
1997,08:22.5,Defense,Navy,Ground Vehicles,Cost Plus Fixed Fee,1693507,10
1997,08:22.5,Defense,Navy,MED,Firm Fixed Price,185890301,499
1997,08:22.5,Defense,Navy,MED,Fixed Price Incentive,10323023,20
1997,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Incentive,684351772,46
1997,08:22.5,Defense,Navy,Other,NULL,108194376,1126
1997,08:22.5,Defense,Navy,Other,Cost No Fee,48600,1
1997,08:22.5,Defense,Navy,Other,Cost Plus Award Fee,19618613,14
1997,08:22.5,Defense,Navy,PAMS,NULL,79060810,254
1997,08:22.5,Defense,Navy,PAMS,Time and Materials,490266127,2420
1997,08:22.5,Defense,Navy,R&D,Cost Plus Award Fee,822086393,717
1997,08:22.5,Defense,Navy,R&D,Cost Sharing,18787481,51
1997,08:22.5,Defense,Army,Launchers & Munitions,Cost Plus Incentive,11405699,13
1997,08:22.5,Defense,Army,MED,Firm Fixed Price,555643432,1185
1997,08:22.5,Defense,Army,MED,Time and Materials,40800,1
1997,08:22.5,Defense,Army,Missiles & Space,Firm Fixed Price,1194789083,272
1997,08:22.5,Defense,Army,Other,Cost Plus Award Fee,9488030,13
1997,08:22.5,Defense,Army,PAMS,Time and Materials,609049907,2322
1997,08:22.5,Defense,Army,R&D,Cost Sharing,28952355,40
1997,08:22.5,Defense,DLA,Aircraft,Fixed Price with Economic Price Adjustment,5067975,35
1997,08:22.5,Defense,DLA,Electronics & Communications,NULL,41108526,366
1997,08:22.5,Defense,DLA,Engines & Power Plants,Fixed Price Incentive,65700,1
1997,08:22.5,Defense,DLA,FRS&C,Fixed Price with Economic Price Adjustment,1621811,4
1997,08:22.5,Defense,DLA,Fuels,Fixed Price with Economic Price Adjustment,4032783077,616
1997,08:22.5,Defense,DLA,ICT,Firm Fixed Price,20276474,125
1997,08:22.5,Defense,DLA,Launchers & Munitions,Firm Fixed Price,11979928,171
1997,08:22.5,Defense,DLA,MED,Firm Fixed Price,442272,7
1997,08:22.5,Defense,DLA,Missiles & Space,Firm Fixed Price,3842353,48
1997,08:22.5,Defense,DLA,PAMS,Time and Materials,5252562,33
1997,08:22.5,Defense,DLA,R&D,Cost Sharing,448675,3
1997,08:22.5,Defense,MDA,Electronics & Communications,Firm Fixed Price,90000,1
1997,08:22.5,Defense,MDA,R&D,Cost Plus Award Fee,18942036,18
1997,08:22.5,Defense,MilitaryHealth,Electronics & Communications,NULL,445756,2
1997,08:22.5,Defense,MilitaryHealth,ICT,Firm Fixed Price,69503,5
1997,08:22.5,Defense,MilitaryHealth,PAMS,Fixed Price Incentive,578069,1
1997,08:22.5,Defense,Navy,Aircraft,Firm Fixed Price,1834321837,1610
1997,08:22.5,Defense,Navy,Clothing & Subsistence,Fixed Price Redetermination,316000,1
1997,08:22.5,Defense,Navy,Electronics & Communications,Cost Sharing,29200,1
1997,08:22.5,Defense,Navy,FRS&C,Cost Sharing,908685,1
1997,08:22.5,Defense,Navy,FRS&C,Time and Materials,6081184,50
1997,08:22.5,Defense,Navy,Fuels,Firm Fixed Price,4715114,40
1997,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Incentive,93818,2
1997,08:22.5,Defense,Navy,ICT,NULL,80479191,294
1997,08:22.5,Defense,Navy,MED,Cost No Fee,-151837,1
1997,08:22.5,Defense,Navy,MED,Cost Plus Fixed Fee,7798481,79
1997,08:22.5,Defense,Navy,Other,Cost Plus Incentive,15737737,20
1997,08:22.5,Defense,Navy,PAMS,Cost Plus Award Fee,868464679,1599
1997,08:22.5,Defense,Navy,PAMS,Cost Plus Fixed Fee,2808856275,9384
1997,08:22.5,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,5248801,11
1997,08:22.5,Defense,Navy,R&D,Time and Materials,31639770,237
1997,08:22.5,Defense,Navy,Ships,NULL,604826,9
1997,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Fixed Fee,1411012,5
1997,08:22.5,Defense,Other DoD,Electronics & Communications,Time and Materials,8276030,17
1997,08:22.5,Defense,Other DoD,FRS&C,Cost Plus Fixed Fee,117080665,25
1997,08:22.5,Defense,Other DoD,ICT,Firm Fixed Price,723547206,2484
1997,08:22.5,Defense,Other DoD,Other,Labor Hours,916092,2
1997,08:22.5,Defense,Navy,ICT,Fixed Price with Economic Price Adjustment,1074333,3
1997,08:22.5,Defense,Navy,ICT,Time and Materials,100678733,545
1997,08:22.5,Defense,Navy,MED,Time and Materials,4530000,3
1997,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Incentive,105773883,50
1997,08:22.5,Defense,Navy,Other,Labor Hours,86659,2
1997,08:22.5,Defense,Navy,PAMS,Cost Sharing,1603923,7
1997,08:22.5,Defense,Navy,PAMS,Fixed Price Incentive,173819638,295
1997,08:22.5,Defense,Navy,R&D,Cost No Fee,100146638,304
1997,08:22.5,Defense,Navy,R&D,Fixed Price Incentive,40745126,12
1997,08:22.5,Defense,Navy,Ships,Fixed Price Redetermination,267093,2
1997,08:22.5,Defense,Other DoD,Launchers & Munitions,Firm Fixed Price,14446582,7
1997,08:22.5,Defense,Other DoD,Missiles & Space,Cost Plus Fixed Fee,-1768788,1
1997,08:22.5,Defense,Other DoD,Other,Cost Plus Award Fee,22172769,12
1997,08:22.5,Defense,Other DoD,Other,Cost Plus Incentive,28346955,4
1997,08:22.5,Defense,Other DoD,PAMS,Cost Plus Award Fee,37549511,52
1997,08:22.5,Defense,Other DoD,PAMS,Cost Plus Fixed Fee,74354221,193
1997,08:22.5,Defense,Other DoD,R&D,Cost Plus Award Fee,123055654,110
1997,08:22.5,Defense,Other DoD,R&D,Cost Plus Fixed Fee,392113823,788
1998,08:22.5,Defense,Air Force,Aircraft,Cost No Fee,2247798,4
1998,08:22.5,Defense,Air Force,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,41443,1
1998,08:22.5,Defense,Air Force,Engines & Power Plants,Labor Hours,-73884,2
1998,08:22.5,Defense,Air Force,ERS,Labor Hours,2632252,16
1998,08:22.5,Defense,Air Force,FRS&C,Cost Plus Award Fee,524969172,294
1998,08:22.5,Defense,Air Force,FRS&C,Cost Plus Fixed Fee,33078743,93
1998,08:22.5,Defense,Air Force,Ground Vehicles,NULL,1596350,33
1998,08:22.5,Defense,Air Force,Ground Vehicles,Fixed Price Redetermination,-711382,2
1998,08:22.5,Defense,Air Force,MED,Labor Hours,521132,3
1998,08:22.5,Defense,Air Force,Other,Fixed Price with Economic Price Adjustment,4697945,24
1998,08:22.5,Defense,Air Force,PAMS,Cost Plus Award Fee,971235695,715
1998,08:22.5,Defense,Air Force,PAMS,Cost Plus Incentive,42826286,56
1998,08:22.5,Defense,Air Force,R&D,Cost No Fee,726945182,507
1998,08:22.5,Defense,Air Force,R&D,Cost Plus Award Fee,4152356621,838
