fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
2003,18:19.4,Army,ERS,Full Competition (Multiple Offers),3-4 Offers,253222464.6,1883
2003,18:19.4,Army,ERS,No Competition (Other Exception),No competition,106978059,288
2003,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),10-24 Offers,642833078,2161
2003,18:19.4,Army,FRS&C,Full Competition (Multiple Offers),5-9 Offers,2547654833,7656
2003,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,528458672.9,2716
2003,18:19.4,Army,FRS&C,No Competition (Follow on to competed action),No competition,14474915,40
2003,18:19.4,Army,Fuel,Full Competition (Multiple Offers),10-24 Offers,4627,1
2002,18:19.4,Army,MED,Competition with single offer (Overrode blank Fair Opportunity),One Offer,85821086,58
2002,18:19.4,Army,MED,Full Competition (Multiple Offers),25-99 Offers,2250,1
2002,18:19.4,Army,MED,Full Competition (Multiple Offers),3-4 Offers,18400780,277
2002,18:19.4,Army,MED,Full Competition (Multiple Offers),Two Offers,53809944,514
2002,18:19.4,Army,MED,Limited Competition with multiple offers,3-4 Offers,4004312,95
2002,18:19.4,Army,PAMS,Full Competition (Multiple Offers),10-24 Offers,123608879,321
2002,18:19.4,Army,PAMS,Full Competition (Multiple Offers),Two Offers,1041974431,3340
2002,18:19.4,Army,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,463527983,2505
2002,18:19.4,Army,Products,Limited Competition with multiple offers,25-99 Offers,849024,18
2002,18:19.4,Army,Products,Limited Competition with multiple offers,Two Offers,803400384,1321
2002,18:19.4,Army,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,27999853,73
2002,18:19.4,Army,Products,No Competition (Follow on to competed action),No competition,3734118,24
2002,18:19.4,Army,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1024534872,19843
2002,18:19.4,Army,R&D,Full Competition (Multiple Offers),100+ Offers,26390811,189
2002,18:19.4,Army,R&D,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,527788,13
2002,18:19.4,Army,R&D,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,43110764,93
2002,18:19.4,Army,R&D,No Competition (Other Exception),No competition,315858366,656
2002,18:19.4,DLA,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,364014,3
2002,18:19.4,DLA,FRS&C,No Competition (Only One Source Exception),No competition,5433234,16
2002,18:19.4,DLA,FRS&C,No Competition (Unlabeled Exception),No competition,3305727,36
2002,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),100+ Offers,46439123,76
2002,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),3-4 Offers,139527475,77
2002,18:19.4,DLA,Fuel,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,18980904,21
2002,18:19.4,DLA,Fuel,No Competition (Other Exception),No competition,5351777,8
2002,18:19.4,DLA,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,767509378,26
2002,18:19.4,DLA,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,227576,1
2002,18:19.4,DLA,MED,Full Competition (Multiple Offers),Two Offers,34300,1
2002,18:19.4,DLA,MED,Limited Competition with multiple offers,3-4 Offers,67200,1
2002,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),10-24 Offers,1933456,16
2002,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),Two Offers,145478301,501
2002,18:19.4,DLA,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,42516413,119
2002,18:19.4,DLA,Products,Limited Competition with multiple offers,25-99 Offers,69631088,237
2002,18:19.4,DLA,Products,Limited Competition with multiple offers,Two Offers,678932194,5759
2002,18:19.4,DLA,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,34568592,35
2002,18:19.4,DLA,Products,No Competition (Follow on to competed action),No competition,33880,1
2002,18:19.4,DLA,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,190837163,1065
2002,18:19.4,DLA,R&D,No Competition (Other Exception),No competition,83349,2
2002,18:19.4,MilitaryHealth,MED,Full Competition (Multiple Offers),3-4 Offers,1642974756,129
2002,18:19.4,MilitaryHealth,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,2183497,7
2002,18:19.4,Navy,NULL,Full Competition (Multiple Offers),3-4 Offers,3036125,6
2002,18:19.4,Navy,ERS,Full Competition (Multiple Offers),3-4 Offers,427848989.8,6472
2002,18:19.4,Navy,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,5181756,47
2002,18:19.4,Navy,ERS,No Competition (Other Exception),No competition,286253178,1360
2002,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),3-4 Offers,826376750.5,5989
2002,18:19.4,Navy,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,12372912,233
2002,18:19.4,Navy,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,17788194,389
2002,18:19.4,Navy,FRS&C,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),3060,1
2002,18:19.4,Navy,FRS&C,No Competition (Other Exception),No competition,463224573.4,4666
2002,18:19.4,Navy,Fuel,Full Competition (Multiple Offers),10-24 Offers,64750,1
2002,18:19.4,Navy,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,47285,1
2002,18:19.4,Navy,ICT,Full Competition (Multiple Offers),10-24 Offers,5765680,26
2002,18:19.4,Navy,ICT,Limited Competition with multiple offers,10-24 Offers,7382389,56
2002,18:19.4,Navy,ICT,Limited Competition with multiple offers,Two Offers,46077121.85,169
2002,18:19.4,Other DoD,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,823825,5
2002,18:19.4,Other DoD,Products,No Competition (Unlabeled Exception),No competition,92495097,1011
2002,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),10-24 Offers,2660435,28
2002,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),25-99 Offers,16379292,83
2002,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,3-4 Offers,17305358,21
2002,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,Two Offers,77990454,196
2003,18:19.4,NULL,Fuel,No Competition (Unlabeled Exception),No competition,0,NULL
2003,18:19.4,Air Force,ERS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,883141,2
2003,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),Two Offers,376458990.6,508
2003,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),10-24 Offers,88991457.67,466
2003,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),25-99 Offers,119824,4
2003,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,3-4 Offers,224143175,918
2003,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,Two Offers,172128657,911
2003,18:19.4,Air Force,FRS&C,No Competition (Follow on to competed action),No competition,765172,4
2003,18:19.4,Air Force,Fuel,Competition with single offer,One Offer,529234,9
2003,18:19.4,Air Force,ICT,Competition with single offer,One Offer,136394926.7,363
2003,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),100+ Offers,-182542,2
2003,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),5-9 Offers,90556557,235
2003,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),3-4 Offers,581587716,720
2003,18:19.4,Air Force,PAMS,Limited Competition with multiple offers,25-99 Offers,84701607,366
2003,18:19.4,Air Force,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,9551979,55
2003,18:19.4,Air Force,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,1081912978,1768
2003,18:19.4,Air Force,Products,Full Competition (Multiple Offers),100+ Offers,1706848,50
2003,18:19.4,Air Force,Products,Full Competition (Multiple Offers),3-4 Offers,962044725,1989
2003,18:19.4,Air Force,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,11708980,100
2003,18:19.4,Air Force,R&D,Limited Competition with multiple offers,5-9 Offers,122452358,328
2003,18:19.4,Air Force,R&D,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,169269070,26
2003,18:19.4,Air Force,R&D,No Competition (Only One Source Exception),No competition,2370214134,806
2003,18:19.4,Air Force,R&D,No Competition (Unlabeled Exception),No competition,3371197,75
2003,18:19.4,Army,NULL,Limited Competition with multiple offers,5-9 Offers,186440,1
2003,18:19.4,Army,NULL,No Competition (Unlabeled Exception),No competition,614292,2
2003,18:19.4,Army,ERS,Limited Competition with multiple offers,5-9 Offers,48683962,240
2003,18:19.4,Army,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,8546576,16
2003,18:19.4,Army,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,5302894,27
2003,18:19.4,Army,ERS,No Competition (Only One Source Exception),No competition,72611048.61,225
2003,18:19.4,Army,ERS,Unlabeled: Blank Fair Opportunity,Unlabeled: Blank Fair Opportunity,379331,7
2003,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,1886413,11
2003,18:19.4,Army,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,10903836,15
2003,18:19.4,Army,ICT,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),3299314,4
2003,18:19.4,Army,MED,Full Competition (Multiple Offers),10-24 Offers,7043495,9
2003,18:19.4,Army,MED,Limited Competition with multiple offers,3-4 Offers,1951424,99
2003,18:19.4,Army,MED,Limited Competition with multiple offers,Two Offers,10066030.81,117
2003,18:19.4,Army,PAMS,Limited Competition with multiple offers,10-24 Offers,523644926,2581
2003,18:19.4,Army,PAMS,Limited Competition with multiple offers,Two Offers,267277874.9,2243
2003,18:19.4,Army,PAMS,No Competition (Follow on to competed action),No competition,87505322.14,268
2003,18:19.4,Army,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,642411071,3316
2003,18:19.4,Army,Products,Limited Competition with multiple offers,10-24 Offers,55057915,252
2003,18:19.4,Army,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,131160,1
2003,18:19.4,Army,Products,No Competition (Only One Source Exception),No competition,10911794188,5926
2003,18:19.4,Army,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,46662119,1321
2003,18:19.4,Army,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,1646307597,31089
2003,18:19.4,Air Force,FRS&C,Competition with single offer (Overrode blank Fair Opportunity),One Offer,27899226,116
2003,18:19.4,Air Force,FRS&C,Full Competition (Multiple Offers),Two Offers,430745648,1302
2003,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,10-24 Offers,171440786,842
2003,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,25-99 Offers,8520708,20
2003,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),100+ Offers,548766,1
2003,18:19.4,Air Force,Fuel,No Competition (Unlabeled Exception),No competition,38025,3
2003,18:19.4,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,17505319,59
2003,18:19.4,Air Force,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,1653289,14
2003,18:19.4,Air Force,ICT,No Competition (Unlabeled Exception),No competition,21227832,230
2003,18:19.4,Air Force,MED,No Competition (Other Exception),No competition,13228112.4,38
2003,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),25-99 Offers,15238999,118
2003,18:19.4,Air Force,PAMS,Limited Competition with multiple offers,100+ Offers,11640325,79
2003,18:19.4,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,182109846.8,642
2003,18:19.4,Air Force,PAMS,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),1755509,8
2003,18:19.4,Air Force,Products,Full Competition (Multiple Offers),25-99 Offers,3592161,40
2003,18:19.4,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,136427916,499
2003,18:19.4,Air Force,Products,No Competition (Only One Source Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),1314159,4
2003,18:19.4,Air Force,R&D,Competition with single offer,One Offer,744440275,1689
2003,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),5-9 Offers,78391963,182
2003,18:19.4,Air Force,R&D,Limited Competition with multiple offers,Two Offers,864284222,1235
2003,18:19.4,Army,NULL,Competition with single offer,One Offer,-2940,7
2003,18:19.4,Army,NULL,Full Competition (Multiple Offers),5-9 Offers,0,1
2003,18:19.4,Army,ERS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,0,33
2003,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,23070816,178
2003,18:19.4,Army,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,34249415,151
2003,18:19.4,Army,FRS&C,No Competition (Only One Source Exception),No competition,493619073,1294
2003,18:19.4,Army,FRS&C,No Competition (Unlabeled Exception; Overrode blank Fair Opportunity),No competition; Overrode blank Fair Opportunity),13127306,49
2003,18:19.4,Army,FRS&C,Unlabeled: Blank Fair Opportunity,Unlabeled: Blank Fair Opportunity,8718161,127
2003,18:19.4,Army,Fuel,Full Competition (Multiple Offers),3-4 Offers,1646109,79
2003,18:19.4,Army,ICT,Full Competition (Multiple Offers),3-4 Offers,121376005,390
2003,18:19.4,Army,ICT,No Competition (Other Exception),No competition,107585817,577
2003,18:19.4,Army,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,32173394,48
2003,18:19.4,Army,MED,Competition with single offer (Overrode blank Fair Opportunity),One Offer,25455590,60
2003,18:19.4,Army,MED,Full Competition (Multiple Offers),Two Offers,68916294,612
2003,18:19.4,Army,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,515113,16
2003,18:19.4,Army,MED,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,268211,30
2003,18:19.4,Army,MED,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,2738148,38
2003,18:19.4,Army,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,76296258.76,519
2003,18:19.4,Army,PAMS,Full Competition (Multiple Offers),Two Offers,1078446610,4114
2003,18:19.4,Army,Products,Full Competition (Multiple Offers),10-24 Offers,541386382,775
2003,18:19.4,Army,Products,Limited Competition with multiple offers,Two Offers,1336531174,2326
2003,18:19.4,Army,Products,No Competition (Follow on to competed action),No competition,4672071,19
2003,18:19.4,Army,R&D,Limited Competition with multiple offers,100+ Offers,57676619,174
2003,18:19.4,DLA,NULL,Competition with single offer,One Offer,0,NULL
2003,18:19.4,DLA,FRS&C,Competition with single offer,One Offer,23018229.08,75
2003,18:19.4,DLA,FRS&C,Full Competition (Multiple Offers),5-9 Offers,31906828.72,353
2003,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),100+ Offers,66784568,62
2003,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),3-4 Offers,200682075,70
2003,18:19.4,DLA,Fuel,No Competition (Other Exception),No competition,422657325,38
2003,18:19.4,DLA,Fuel,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,874080,4
2003,18:19.4,DLA,ICT,Full Competition (Multiple Offers),3-4 Offers,9329298,45
2003,18:19.4,DLA,ICT,No Competition (Other Exception),No competition,7593988,26
1999,18:19.4,Air Force,R&D,No Competition (Other Exception),No competition,777797263,277
1999,18:19.4,Army,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,5133825,29
1999,18:19.4,Army,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,22177755,98
1999,18:19.4,Army,Fuel,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,2587500,1
1999,18:19.4,Army,ICT,Limited Competition with multiple offers,25-99 Offers,8400490,22
1999,18:19.4,Army,ICT,Limited Competition with multiple offers,3-4 Offers,148799434,424
1999,18:19.4,Army,ICT,Limited Competition with multiple offers,Two Offers,436625978,1266
1999,18:19.4,Army,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,453236,3
