fiscal_year,Query_Run,Customer,Services Category,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2011,Defense,20:49.0,FRS&C,Cost Sharing,1037751.91,18
2011,Defense,20:49.0,FRS&C,Fixed Price Redetermination,84457449.37,205
2011,Defense,20:49.0,MED,Cost No Fee,237697233.4,115
2011,Defense,20:49.0,MED,Cost Plus Award Fee,1375411.14,8
2005,Defense,20:49.0,R&D,Cost Plus Award Fee,15166892599,1898
2005,Defense,20:49.0,R&D,Cost Plus Fixed Fee,11208011863,21635
2006,Defense,20:49.0,ERS,Cost Sharing,677658.61,9
2006,Defense,20:49.0,ERS,Fixed Price Level of Effort,-24074,1
2006,Defense,20:49.0,FRS&C,Fixed Price Redetermination,25240238.13,131
2006,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,12824328723,1085
2006,Defense,20:49.0,ICT,Cost No Fee,127816249.8,361
2006,Defense,20:49.0,MED,Cost Plus Incentive,6795095846,275
2006,Defense,20:49.0,PAMS,Fixed Price Award Fee,181106386.2,293
2006,Defense,20:49.0,PAMS,Fixed Price Redetermination,162938132,49
2006,Defense,20:49.0,Products,Combination (two or more),922240646,643
2006,Defense,20:49.0,Products,Fixed Price Incentive,5524839875,1948
2006,Defense,20:49.0,Products,Fixed Price Level of Effort,1459722.69,6
2006,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,5222400882,53412
2006,Defense,20:49.0,Products,Not Reported,2978880299,52983
2006,Defense,20:49.0,Products,Time and Materials,949306931.9,1754
2006,Defense,20:49.0,R&D,Fixed Price Award Fee,12606370.47,31
2006,Defense,20:49.0,R&D,Fixed Price Redetermination,6021158,19
2007,Defense,20:49.0,NULL,Not Reported,-1973.06,4
2007,Defense,20:49.0,ERS,Cost No Fee,499133916.9,705
2007,Defense,20:49.0,ERS,Labor Hours,90026669.68,127
2007,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,2345524965,2095
2007,Defense,20:49.0,FRS&C,Firm Fixed Price,28206992790,142881
2007,Defense,20:49.0,FRS&C,Order Dependent (IDV only),-6060,1
2007,Defense,20:49.0,Fuel,Combination (two or more),3238843,38
2007,Defense,20:49.0,Fuel,Not Reported,-3761,3
2007,Defense,20:49.0,ICT,Cost Plus Incentive,152256585.4,1018
2007,Defense,20:49.0,ICT,Cost Sharing,167834,9
2007,Defense,20:49.0,ICT,Fixed Price Award Fee,12865361.91,25
2007,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,233602335,6553
2007,Defense,20:49.0,MED,Cost Sharing,1754504,7
2007,Defense,20:49.0,MED,Fixed Price Level of Effort,-3128.65,1
2007,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,6268841761,20015
2007,Defense,20:49.0,PAMS,Other (none of the above),102000,6
2007,Defense,20:49.0,Products,Cost No Fee,698206572,533
2007,Defense,20:49.0,Products,Labor Hours,35868955.8,179
2007,Defense,20:49.0,R&D,Cost Plus Fixed Fee,14684413733,28687
2008,Defense,20:49.0,NULL,Cost No Fee,0,2
2008,Defense,20:49.0,NULL,Labor Hours,-44919.12,1
2008,Defense,20:49.0,ERS,Fixed Price Level of Effort,4097637.09,10
2008,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,625471091.6,149
2008,Defense,20:49.0,ERS,Time and Materials,2014089230,4026
2008,Defense,20:49.0,FRS&C,Fixed Price Redetermination,81505419.94,119
2008,Defense,20:49.0,Fuel,Firm Fixed Price,205859615.9,5329
2008,Defense,20:49.0,ICT,Cost No Fee,323434211.3,1130
2008,Defense,20:49.0,MED,Cost No Fee,92984561.85,119
2008,Defense,20:49.0,MED,Labor Hours,24097616.56,174
2008,Defense,20:49.0,PAMS,Cost Plus Incentive,620938138.2,396
2008,Defense,20:49.0,PAMS,Fixed Price Award Fee,400813691.8,497
2008,Defense,20:49.0,Products,Combination (two or more),9155595651,20747
2008,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,7677016895,16386
2008,Defense,20:49.0,Products,Time and Materials,1337930801,2071
2008,Defense,20:49.0,R&D,Cost Plus Incentive,1086013808,603
2008,Defense,20:49.0,R&D,Fixed Price Award Fee,24682805,1
2009,Defense,20:49.0,NULL,Not Reported,298015.62,12
2009,Defense,20:49.0,NULL,Time and Materials,-39872.26,2
2009,Defense,20:49.0,ERS,Fixed Price Incentive,153346572.8,830
2009,Defense,20:49.0,ERS,Labor Hours,109789637.7,206
2009,Defense,20:49.0,ERS,Not Reported,130096853.6,1749
2009,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,977594466.4,1616
2009,Defense,20:49.0,FRS&C,Firm Fixed Price,44744132878,159943
2009,Defense,20:49.0,Fuel,Combination (two or more),197247.01,39
2009,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,ICT,Cost Plus Incentive,200870343.2,951
2009,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,103839196.9,1100
2009,Defense,20:49.0,MED,Fixed Price Level of Effort,-1830,1
2009,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,35428173.6,272
2009,Defense,20:49.0,MED,Time and Materials,7582305.3,42
2009,Defense,20:49.0,PAMS,Cost Sharing,4136449.08,22
2009,Defense,20:49.0,R&D,Cost Sharing,253950042.1,167
2010,Defense,20:49.0,NULL,Cost No Fee,-222449,1
2010,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,840411371.9,297
2010,Defense,20:49.0,ERS,Time and Materials,1668826325,3350
2010,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2226081409,3505
2010,Defense,20:49.0,FRS&C,Cost Plus Incentive,588539113.6,192
2010,Defense,20:49.0,FRS&C,Other (none of the above),2428956.77,31
2010,Defense,20:49.0,Fuel,Firm Fixed Price,445422106.6,5100
2010,Defense,20:49.0,ICT,Fixed Price Incentive,110167274.8,875
2010,Defense,20:49.0,ICT,Fixed Price Level of Effort,96320011.61,232
2010,Defense,20:49.0,ICT,Not Reported,53478092.24,213
2010,Defense,20:49.0,MED,Cost No Fee,208467537.1,58
2010,Defense,20:49.0,MED,Fixed Price Incentive,439577991,142
2010,Defense,20:49.0,MED,Labor Hours,19578727.42,179
2010,Defense,20:49.0,MED,Not Reported,2253146.48,43
2010,Defense,20:49.0,PAMS,Cost Plus Incentive,1141593805,835
2010,Defense,20:49.0,Products,Firm Fixed Price,1.11416E+11,910794
2010,Defense,20:49.0,R&D,Cost Plus Incentive,3041529050,1132
2011,Defense,20:49.0,NULL,Time and Materials,0,1
2011,Defense,20:49.0,ERS,Combination (two or more),253020360.6,562
2011,Defense,20:49.0,ERS,Fixed Price Incentive,193609702.5,708
2011,Defense,20:49.0,ERS,Not Reported,-257620.25,21
2011,Defense,20:49.0,Fuel,Cost Plus Fixed Fee,-46303.87,1
2011,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,ICT,Labor Hours,476625142.7,1873
2011,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,59832457.61,441
2011,Defense,20:49.0,MED,Time and Materials,-1079093.14,61
2008,Defense,20:49.0,ERS,Cost No Fee,527988878.2,825
2008,Defense,20:49.0,ERS,Labor Hours,49333449.53,115
2008,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1532058221,2125
2008,Defense,20:49.0,FRS&C,Firm Fixed Price,36559585942,144884
2008,Defense,20:49.0,Fuel,Combination (two or more),2673866.6,45
2008,Defense,20:49.0,Fuel,Not Reported,8163435.88,54
2008,Defense,20:49.0,ICT,Cost Plus Incentive,129950401.3,702
2008,Defense,20:49.0,ICT,Cost Sharing,2379352.16,6
2008,Defense,20:49.0,ICT,Fixed Price Award Fee,48940893.21,25
2008,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,151422804.1,2234
2008,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,32554780.85,268
2008,Defense,20:49.0,MED,Time and Materials,14422314.3,65
2009,Defense,20:49.0,NULL,Cost No Fee,570667,3
2009,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,459021436.5,182
2009,Defense,20:49.0,ERS,Time and Materials,1513931963,3119
2009,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2379481479,2925
2009,Defense,20:49.0,FRS&C,Cost Plus Incentive,485569044.3,171
2009,Defense,20:49.0,FRS&C,Fixed Price Redetermination,79330231.18,126
2009,Defense,20:49.0,Fuel,Firm Fixed Price,438248078.9,5579
2009,Defense,20:49.0,ICT,Cost No Fee,244442611.3,1824
2009,Defense,20:49.0,ICT,Fixed Price Incentive,25798542.14,2264
2009,Defense,20:49.0,ICT,Not Reported,145410710.4,3386
2009,Defense,20:49.0,MED,Cost No Fee,149327400.4,72
2009,Defense,20:49.0,MED,Labor Hours,23856548.71,161
2009,Defense,20:49.0,PAMS,Cost Plus Incentive,880864992.6,457
2009,Defense,20:49.0,PAMS,Fixed Price Award Fee,449756771.7,585
2009,Defense,20:49.0,R&D,Cost Plus Incentive,1529751948,817
2010,Defense,20:49.0,NULL,Not Reported,-5843.9,4
2010,Defense,20:49.0,NULL,Time and Materials,362526.33,5
2010,Defense,20:49.0,ERS,Fixed Price Incentive,180294435.1,620
2010,Defense,20:49.0,ERS,Not Reported,1302382,146
2010,Defense,20:49.0,FRS&C,Firm Fixed Price,40456482234,165919
2010,Defense,20:49.0,Fuel,Order Dependent (IDV only),0,NULL
2010,Defense,20:49.0,ICT,Cost Plus Incentive,429541867.6,1782
2010,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,303729056.3,2972
2010,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,48762879.9,346
2010,Defense,20:49.0,MED,Time and Materials,21459522.7,46
2010,Defense,20:49.0,PAMS,Cost Sharing,2295709.08,26
2010,Defense,20:49.0,PAMS,Fixed Price Level of Effort,485070564.5,1002
2010,Defense,20:49.0,R&D,Cost Sharing,161677181.7,203
2010,Defense,20:49.0,R&D,Fixed Price Level of Effort,165492757.5,683
2010,Defense,20:49.0,R&D,Not Reported,18670692.83,140
2011,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2102223188,3075
2011,Defense,20:49.0,FRS&C,Cost Plus Incentive,481814013.6,131
2011,Defense,20:49.0,FRS&C,Other (none of the above),872335.69,24
2011,Defense,20:49.0,Fuel,Firm Fixed Price,619734476.3,3980
2011,Defense,20:49.0,Fuel,Fixed Price Redetermination,0,NULL
2011,Defense,20:49.0,ICT,Combination (two or more),784352672.5,1844
2011,Defense,20:49.0,ICT,Fixed Price Incentive,98031927.19,125
2008,Defense,20:49.0,ERS,Cost Plus Award Fee,2421910151,4899
2008,Defense,20:49.0,ERS,Fixed Price Redetermination,223267,2
2008,Defense,20:49.0,FRS&C,Fixed Price Incentive,102153034,81
2008,Defense,20:49.0,Fuel,Cost Sharing,-1195.11,1
2008,Defense,20:49.0,ICT,Firm Fixed Price,5753856057,65814
2008,Defense,20:49.0,MED,Cost Plus Fixed Fee,3043832.36,49
2008,Defense,20:49.0,MED,Firm Fixed Price,2524875873,18417
2008,Defense,20:49.0,MED,Fixed Price Redetermination,60862478.45,11
2008,Defense,20:49.0,PAMS,Combination (two or more),7817062261,17099
2008,Defense,20:49.0,PAMS,Fixed Price Incentive,96377508.94,47
2008,Defense,20:49.0,PAMS,Time and Materials,8927660012,19850
2008,Defense,20:49.0,Products,Cost Plus Incentive,8292779260,878
2009,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,ERS,Cost Plus Award Fee,2778067398,4497
2009,Defense,20:49.0,FRS&C,Not Reported,57462080.53,1069
2009,Defense,20:49.0,Fuel,Cost Sharing,170708.49,1
2009,Defense,20:49.0,ICT,Cost Plus Fixed Fee,2497669303,9731
2009,Defense,20:49.0,ICT,Firm Fixed Price,6256695941,63100
2009,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,MED,Cost Plus Award Fee,72000,3
2009,Defense,20:49.0,MED,Fixed Price Redetermination,160716270.3,43
2009,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,PAMS,Combination (two or more),10136265500,20893
2009,Defense,20:49.0,PAMS,Firm Fixed Price,20006661934,107523
2009,Defense,20:49.0,PAMS,Fixed Price Incentive,45523750.68,47
2009,Defense,20:49.0,Products,Fixed Price Award Fee,120843568.5,275
2009,Defense,20:49.0,R&D,Combination (two or more),6692910256,4848
2009,Defense,20:49.0,R&D,Fixed Price Incentive,468399039.6,109
2010,Defense,20:49.0,NULL,Cost Plus Fixed Fee,-205550.91,3
2010,Defense,20:49.0,ERS,Cost Plus Fixed Fee,2623413544,6226
2010,Defense,20:49.0,ERS,Fixed Price Award Fee,102820566.3,223
2010,Defense,20:49.0,FRS&C,Not Reported,25805623.44,175
2010,Defense,20:49.0,ICT,Cost Plus Award Fee,602690055.7,1221
2010,Defense,20:49.0,ICT,Cost Plus Fixed Fee,3385773778,10693
2010,Defense,20:49.0,ICT,Fixed Price Redetermination,287315,4
2010,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2010,Defense,20:49.0,MED,Cost Plus Award Fee,1704006,8
2010,Defense,20:49.0,PAMS,Firm Fixed Price,22915059637,123513
2010,Defense,20:49.0,PAMS,Order Dependent (IDV only),-18550,1
2010,Defense,20:49.0,Products,Cost Sharing,8445812.78,95
2010,Defense,20:49.0,R&D,Combination (two or more),954622862.9,1331
2010,Defense,20:49.0,R&D,Firm Fixed Price,5181071740,11946
2011,Defense,20:49.0,NULL,Cost Plus Fixed Fee,-64424.79,1
2011,Defense,20:49.0,ERS,Fixed Price Award Fee,109595932.5,157
2011,Defense,20:49.0,FRS&C,Combination (two or more),654490397.9,1278
2011,Defense,20:49.0,FRS&C,Fixed Price Incentive,357154851.7,271
2011,Defense,20:49.0,MED,Cost Plus Fixed Fee,1185062978,369
2011,Defense,20:49.0,MED,Fixed Price Award Fee,431602933.3,117
2008,Defense,20:49.0,R&D,Combination (two or more),7410026630,4530
2008,Defense,20:49.0,R&D,Fixed Price Incentive,149514928.9,101
2009,Defense,20:49.0,NULL,Cost Plus Fixed Fee,12625.38,7
2009,Defense,20:49.0,NULL,Firm Fixed Price,673627.15,8
2009,Defense,20:49.0,ERS,Cost Plus Fixed Fee,3139879487,5455
2009,Defense,20:49.0,ERS,Fixed Price Award Fee,29302133.26,33
2009,Defense,20:49.0,ERS,Fixed Price Redetermination,200675,3
2009,Defense,20:49.0,FRS&C,Fixed Price Incentive,34669210.2,72
2009,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,210566756.2,3131
2009,Defense,20:49.0,Fuel,Fixed Price Level of Effort,3020660.09,2
2009,Defense,20:49.0,ICT,Fixed Price Redetermination,9435144.64,4
2009,Defense,20:49.0,MED,Cost Plus Fixed Fee,27244.77,20
2009,Defense,20:49.0,MED,Fixed Price Award Fee,311696616.1,14
2009,Defense,20:49.0,PAMS,Not Reported,308842870.1,2238
2009,Defense,20:49.0,Products,Cost Plus Incentive,6725759881,1441
2009,Defense,20:49.0,R&D,Firm Fixed Price,3532099187,11288
2010,Defense,20:49.0,NULL,Cost Plus Award Fee,-13852.75,1
2010,Defense,20:49.0,ERS,Cost Plus Incentive,960389367.8,866
2010,Defense,20:49.0,FRS&C,Combination (two or more),840117003.9,1084
2010,Defense,20:49.0,FRS&C,Fixed Price Incentive,1536385789,339
2010,Defense,20:49.0,FRS&C,Labor Hours,21637899.01,190
2010,Defense,20:49.0,ICT,Firm Fixed Price,7527582622,66314
2010,Defense,20:49.0,MED,Cost Plus Fixed Fee,60168426.39,105
2010,Defense,20:49.0,MED,Fixed Price Award Fee,373064029.1,94
2010,Defense,20:49.0,MED,Fixed Price Redetermination,6534810.72,23
2010,Defense,20:49.0,PAMS,Combination (two or more),2056639591,4883
2010,Defense,20:49.0,Products,Cost Plus Incentive,6884946385,2494
2010,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,NULL,Cost Plus Award Fee,3007.41,1
2011,Defense,20:49.0,ERS,Cost Plus Incentive,1470279321,1104
2011,Defense,20:49.0,FRS&C,Labor Hours,14220257.79,205
2011,Defense,20:49.0,FRS&C,Not Reported,9736528.09,24
2011,Defense,20:49.0,FRS&C,Time and Materials,155861636.5,1030
2011,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,13388412100,1165
2011,Defense,20:49.0,ICT,Cost Plus Award Fee,486243772.6,991
2011,Defense,20:49.0,ICT,Cost Plus Fixed Fee,3787574815,11445
2011,Defense,20:49.0,ICT,Firm Fixed Price,8461348137,76783
2011,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,MED,Cost Plus Incentive,8303797092,521
2011,Defense,20:49.0,MED,Fixed Price Redetermination,871930.43,3
2011,Defense,20:49.0,PAMS,Combination (two or more),1426837368,3706
2011,Defense,20:49.0,PAMS,Firm Fixed Price,23539166489,130512
2011,Defense,20:49.0,Products,Cost Sharing,1406394.88,38
2011,Defense,20:49.0,Products,Fixed Price Incentive,16403497598,5177
2011,Defense,20:49.0,Products,Fixed Price Level of Effort,39381116.82,95
2011,Defense,20:49.0,R&D,Combination (two or more),886001031.7,1191
2012,Defense,20:49.0,NULL,Cost Plus Fixed Fee,-700548.17,2
2012,Defense,20:49.0,ERS,Cost Sharing,-457441.66,2
2009,Defense,20:49.0,PAMS,Fixed Price Redetermination,105656118,52
2009,Defense,20:49.0,Products,Combination (two or more),15017462473,9582
2009,Defense,20:49.0,Products,Cost Sharing,1714251.18,39
2009,Defense,20:49.0,Products,Firm Fixed Price,1.0517E+11,889847
2009,Defense,20:49.0,Products,Fixed Price Incentive,4963711640,2637
2009,Defense,20:49.0,Products,Fixed Price Redetermination,396392922.7,327
2009,Defense,20:49.0,Products,Not Reported,1395019578,7312
2009,Defense,20:49.0,Products,Time and Materials,981725888.8,1857
2009,Defense,20:49.0,R&D,Cost No Fee,2918879828,3854
2009,Defense,20:49.0,R&D,Fixed Price Award Fee,581169,3
2009,Defense,20:49.0,R&D,Labor Hours,61851165.13,246
2010,Defense,20:49.0,NULL,Firm Fixed Price,-240005.12,35
2010,Defense,20:49.0,FRS&C,Cost Sharing,68917323.09,40
2010,Defense,20:49.0,FRS&C,Fixed Price Award Fee,552848537.6,1021
2010,Defense,20:49.0,Fuel,Not Reported,-7353.51,5
2010,Defense,20:49.0,MED,Fixed Price Level of Effort,746946.96,5
2010,Defense,20:49.0,PAMS,Cost Plus Award Fee,11684219504,6144
2010,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,12306872519,27365
2010,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,85640086.28,1427
2010,Defense,20:49.0,PAMS,Other (none of the above),59051.68,2
2010,Defense,20:49.0,Products,Cost No Fee,668446699.4,1143
2010,Defense,20:49.0,Products,Cost Plus Award Fee,4193689372,1833
2010,Defense,20:49.0,Products,Cost Plus Fixed Fee,7806317688,5550
2010,Defense,20:49.0,Products,Labor Hours,623728706.9,20194
2010,Defense,20:49.0,Products,Order Dependent (IDV only),-14060.7,3
2010,Defense,20:49.0,Products,Other (none of the above),0,1
2010,Defense,20:49.0,R&D,Time and Materials,473822659.2,1678
2011,Defense,20:49.0,ERS,Fixed Price Level of Effort,157009.29,12
2011,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,2229476749,1610083
2011,Defense,20:49.0,FRS&C,Cost No Fee,270107768.4,685
2011,Defense,20:49.0,PAMS,Fixed Price Incentive,124692229.8,103
2011,Defense,20:49.0,PAMS,Fixed Price Redetermination,57719452.85,47
2011,Defense,20:49.0,PAMS,Not Reported,-1993579.08,112
2011,Defense,20:49.0,Products,Combination (two or more),7357755513,1541
2011,Defense,20:49.0,Products,Fixed Price Redetermination,52923309.25,1150
2011,Defense,20:49.0,Products,Time and Materials,1102539542,1867
2011,Defense,20:49.0,R&D,Cost Plus Incentive,3531336032,1231
2011,Defense,20:49.0,R&D,Fixed Price Award Fee,1132479.61,13
2012,Defense,20:49.0,NULL,Firm Fixed Price,54755.84,9
2012,Defense,20:49.0,FRS&C,Firm Fixed Price,33362429153,152078
2012,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,411467223.8,11332
2012,Defense,20:49.0,MED,Fixed Price Level of Effort,512554.46,3
2012,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,16316458.77,259
2012,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,17372566618,29629
2012,Defense,20:49.0,Products,Cost Plus Fixed Fee,11590403174,6479
2012,Defense,20:49.0,Products,Other (none of the above),0,1
2012,Defense,20:49.0,R&D,Time and Materials,197884493.5,1071
2011,Defense,20:49.0,ERS,Cost Plus Fixed Fee,2867657498,5346
2011,Defense,20:49.0,ERS,Labor Hours,57872136.24,166
2011,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1342540784,2089
2011,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,2421563.66,16
2011,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,477159309.6,3224
2011,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2011,Defense,20:49.0,ICT,Cost Plus Incentive,472679477.5,1740
2011,Defense,20:49.0,ICT,Cost Sharing,1603918.39,534
2011,Defense,20:49.0,ICT,Fixed Price Award Fee,524393989.4,357
2011,Defense,20:49.0,ICT,Fixed Price Redetermination,510613,5
2011,Defense,20:49.0,MED,Cost Sharing,-7921.97,3
2011,Defense,20:49.0,MED,Firm Fixed Price,3112417769,18977
2011,Defense,20:49.0,PAMS,Time and Materials,4337047561,12735
2011,Defense,20:49.0,R&D,Cost Plus Fixed Fee,16340815176,34080
2011,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,126298.8,6
2011,Defense,20:49.0,R&D,Other (none of the above),0,2
2012,Defense,20:49.0,ERS,Fixed Price Redetermination,61966601.33,86
2012,Defense,20:49.0,ERS,Time and Materials,1181286217,2156
2012,Defense,20:49.0,FRS&C,Fixed Price Incentive,236168272.2,262
2012,Defense,20:49.0,FRS&C,Fixed Price Redetermination,75399542.47,222
2012,Defense,20:49.0,FRS&C,Not Reported,814151.8,13
2012,Defense,20:49.0,ICT,Cost No Fee,428659589.9,1271
2012,Defense,20:49.0,ICT,Cost Plus Fixed Fee,3935559912,10252
2012,Defense,20:49.0,MED,Cost No Fee,286392112.5,47
2012,Defense,20:49.0,MED,Cost Plus Award Fee,1917600.25,20
2012,Defense,20:49.0,MED,Cost Plus Fixed Fee,4422995911,409
2012,Defense,20:49.0,MED,Labor Hours,16398716.35,154
2012,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2012,Defense,20:49.0,PAMS,Cost Plus Incentive,1237123128,831
2012,Defense,20:49.0,PAMS,Fixed Price Award Fee,162455495.8,442
2012,Defense,20:49.0,Products,Cost Plus Incentive,7226853010,2510
2012,Defense,20:49.0,Products,Fixed Price Award Fee,18708703.27,142
2012,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,2434247407,32758
2012,Defense,20:49.0,R&D,Combination (two or more),868433584.9,871
2012,Defense,20:49.0,R&D,Fixed Price Incentive,347085099.8,186
2013,Defense,20:49.0,ERS,Cost No Fee,834773030.3,330446
2013,Defense,20:49.0,ERS,Cost Plus Award Fee,1808172615,2955
2013,Defense,20:49.0,ERS,Cost Plus Fixed Fee,3094888401,3974
2013,Defense,20:49.0,ERS,Labor Hours,-654217.9205,92
2013,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,814349729.9,1353
2013,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,369729050.8,4008
2013,Defense,20:49.0,ICT,Cost Plus Incentive,252375052,436
2013,Defense,20:49.0,ICT,Fixed Price Redetermination,126842.57,21
2013,Defense,20:49.0,MED,Time and Materials,-140149.6438,6
2013,Defense,20:49.0,R&D,Cost Sharing,246912929.1,223
2013,Defense,20:49.0,R&D,Firm Fixed Price,3756170893,8914
2014,Defense,20:49.0,ERS,Fixed Price Redetermination,51136310.73,75
2014,Defense,20:49.0,ERS,Time and Materials,240757117,1197
2014,Defense,20:49.0,FRS&C,Combination (two or more),342729056.4,137
2014,Defense,20:49.0,FRS&C,Fixed Price Incentive,379467934.8,333
2014,Defense,20:49.0,FRS&C,Not Reported,-516184.061,6
2014,Defense,20:49.0,ICT,Cost Plus Fixed Fee,3847038542,8544
2014,Defense,20:49.0,ICT,Fixed Price Level of Effort,64312917.14,196
2014,Defense,20:49.0,MED,Cost No Fee,35190512.45,45
2014,Defense,20:49.0,MED,Cost Plus Award Fee,1908551.218,20
2014,Defense,20:49.0,MED,Cost Plus Fixed Fee,9633641740,421
2014,Defense,20:49.0,MED,Labor Hours,43465949.78,95
2014,Defense,20:49.0,PAMS,Cost Plus Incentive,1273956038,1211
2014,Defense,20:49.0,Products,Cost Plus Incentive,6325000767,2204
2014,Defense,20:49.0,Products,Firm Fixed Price,66969072204,815755
2014,Defense,20:49.0,Products,Fixed Price Award Fee,-26983987.84,237
2014,Defense,20:49.0,R&D,Combination (two or more),89034441.59,440
2014,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2009,Defense,20:49.0,FRS&C,Labor Hours,10132728.35,438
2009,Defense,20:49.0,Fuel,Fixed Price Redetermination,-456680.77,1
2009,Defense,20:49.0,Fuel,Not Reported,-2100283.58,27
2009,Defense,20:49.0,ICT,Combination (two or more),4004232387,7890
2009,Defense,20:49.0,MED,Not Reported,-1666683.61,320
2009,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,9392633591,22287
2009,Defense,20:49.0,PAMS,Fixed Price Level of Effort,383908951.8,591
2009,Defense,20:49.0,Products,Cost Plus Fixed Fee,6452636685,4562
2009,Defense,20:49.0,Products,Fixed Price Level of Effort,27004514.9,90
2009,Defense,20:49.0,Products,Other (none of the above),0,1
2009,Defense,20:49.0,R&D,Not Reported,1262471073,793
2009,Defense,20:49.0,R&D,Time and Materials,404708255.8,1462
2010,Defense,20:49.0,ERS,Combination (two or more),179903250.2,474
2010,Defense,20:49.0,ERS,Fixed Price Level of Effort,2945587.46,22
2010,Defense,20:49.0,FRS&C,Cost No Fee,169902257.5,773
2010,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,351567671.8,3164
2010,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2010,Defense,20:49.0,FRS&C,Time and Materials,269136279.1,1150
2010,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,11912442072,1092
2010,Defense,20:49.0,ICT,Cost Sharing,461613.36,12
2010,Defense,20:49.0,ICT,Labor Hours,645935802.4,2111
2010,Defense,20:49.0,MED,Cost Plus Incentive,8830664068,668
2010,Defense,20:49.0,PAMS,Fixed Price Redetermination,36502080.7,42
2010,Defense,20:49.0,PAMS,Not Reported,89287379.05,556
2010,Defense,20:49.0,Products,Combination (two or more),1454694396,1308
2010,Defense,20:49.0,Products,Fixed Price Incentive,10089868921,5139
2010,Defense,20:49.0,Products,Fixed Price Redetermination,210537598.1,1110
2010,Defense,20:49.0,R&D,Cost Plus Fixed Fee,16537926395,31594
2010,Defense,20:49.0,R&D,Fixed Price Award Fee,704692.32,18
2010,Defense,20:49.0,R&D,Other (none of the above),0,3
2011,Defense,20:49.0,NULL,Firm Fixed Price,-89532.65,27
2011,Defense,20:49.0,ERS,Cost Sharing,10440.04,7
2011,Defense,20:49.0,ERS,Firm Fixed Price,12782705651,8873994
2011,Defense,20:49.0,ERS,Fixed Price Redetermination,50180189.57,80
2011,Defense,20:49.0,FRS&C,Firm Fixed Price,36368181671,163676
2011,Defense,20:49.0,FRS&C,Fixed Price Award Fee,421220894.8,729
