fiscal_year,Query_Run,Customer,SubCustomer,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2013,00:36.7,Defense,Navy,Cost Plus Fixed Fee,17726824251,38404
2013,00:36.7,Defense,Navy,Fixed Price Award Fee,193775161,270
2013,00:36.7,Defense,Navy,Other (none of the above),920838.77,39
2013,00:36.7,Defense,Other DoD,Not Reported,-415165.4,19
2014,00:36.7,Defense,Air Force,Fixed Price Level of Effort,210148328.6,615
2014,00:36.7,Defense,Army,Fixed Price Award Fee,6929487.909,280
2014,00:36.7,Defense,Army,Other (none of the above),0,1
2014,00:36.7,Defense,DLA,Fixed Price Award Fee,5662.24,4
2014,00:36.7,Defense,MDA,Cost No Fee,20470926.63,115
2014,00:36.7,Defense,MDA,Labor Hours,2113289.338,29
2014,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,77285960.81,68
2014,00:36.7,Defense,Navy,Not Reported,-42416.54,3
2014,00:36.7,Defense,Other DoD,Cost Plus Incentive,178129104.1,384
2014,00:36.7,Defense,Other DoD,Fixed Price Award Fee,-27057866.62,87
2011,00:36.7,Defense,MDA,Time and Materials,95211695.23,199
2011,00:36.7,Defense,Navy,Cost Sharing,7559022.66,58
2011,00:36.7,Defense,Navy,Time and Materials,535926294.3,5547
2011,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,3379429991,8558
2011,00:36.7,Defense,Other DoD,Labor Hours,254515709.1,1232
2012,00:36.7,Defense,Air Force,Fixed Price Redetermination,7749922.48,41
2012,00:36.7,Defense,MDA,Cost Plus Award Fee,1949500424,966
2012,00:36.7,Defense,MDA,Cost Plus Incentive,2493277891,258
2012,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1418715218,2207
2012,00:36.7,Defense,Navy,Cost No Fee,1110179712,3649
2012,00:36.7,Defense,Navy,Fixed Price Award Fee,371082408,408
2012,00:36.7,Defense,Navy,Labor Hours,65518109.55,261
2012,00:36.7,Defense,Other DoD,Time and Materials,318525728.2,2710
2013,00:36.7,Defense,Army,Cost Sharing,33001770.68,91
2013,00:36.7,Defense,Army,Fixed Price Award Fee,36951277.48,185
2013,00:36.7,Defense,DLA,Cost Plus Incentive,20324448.66,4
2013,00:36.7,Defense,DLA,Fixed Price Award Fee,5118479.56,8
2013,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,14716567841,33128
2013,00:36.7,Defense,MDA,Combination (two or more),-90392.1402,4
2013,00:36.7,Defense,MDA,Fixed Price Level of Effort,299933,4
2013,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,MDA,Time and Materials,21768641.51,114
2013,00:36.7,Defense,MilitaryHealth,Cost Plus Award Fee,640092.9375,1
2013,00:36.7,Defense,Navy,Time and Materials,238632358.4,1848
2014,00:36.7,Defense,Air Force,Cost Sharing,144492460,88
2014,00:36.7,Defense,Air Force,Fixed Price Incentive,6051690069,1203
2014,00:36.7,Defense,Air Force,Fixed Price Redetermination,6532295.091,55
2014,00:36.7,Defense,Air Force,Not Reported,-43193.56,3
2014,00:36.7,Defense,Army,Cost No Fee,827242723.3,2001
2014,00:36.7,Defense,Navy,Cost Plus Incentive,5637827844,3794
2014,00:36.7,Defense,Navy,Fixed Price Award Fee,176692105.4,210
2014,00:36.7,Defense,DLA,Labor Hours,6627341.943,17
2014,00:36.7,Defense,DLA,Not Reported,-6763.35,2
2014,00:36.7,Defense,MDA,Combination (two or more),348367.5938,3
2014,00:36.7,Defense,MDA,Fixed Price Incentive,251287892.6,97
2014,00:36.7,Defense,MilitaryHealth,Cost Plus Fixed Fee,9669701570,441
2014,00:36.7,Defense,Navy,Combination (two or more),356557560.1,585
2014,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,103672764.8,215
2012,00:36.7,Defense,Other DoD,Combination (two or more),495398368.1,1164
2012,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,Air Force,Cost Plus Award Fee,2418717481,1801
2013,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,9863556847,15847
2013,00:36.7,Defense,Army,Fixed Price Redetermination,109517317.5,200
2013,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,DLA,Cost Plus Award Fee,0,3
2013,00:36.7,Defense,DLA,Fixed Price Redetermination,20874258.09,399
2013,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,MDA,Cost Plus Award Fee,1380654798,934
2013,00:36.7,Defense,MDA,Cost Plus Incentive,3623591295,306
2013,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,1809023255,71
2013,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,74621350.68,55
2013,00:36.7,Defense,MilitaryHealth,Fixed Price with Economic Price Adjustment,58470,1
2013,00:36.7,Defense,Navy,Cost No Fee,915750907.2,3517
2013,00:36.7,Defense,Navy,Cost Plus Incentive,5605765966,4467
2013,00:36.7,Defense,Other DoD,Fixed Price Redetermination,-145012.75,26
2014,00:36.7,Defense,Air Force,Fixed Price Award Fee,56266545.17,119
2014,00:36.7,Defense,Army,Cost Plus Fixed Fee,11678413067,16465
2014,00:36.7,Defense,Army,Firm Fixed Price,53039928217,258111
2014,00:36.7,Defense,DLA,Firm Fixed Price,22932606901,545528
2014,00:36.7,Defense,MDA,Firm Fixed Price,513102700.5,540
2014,00:36.7,Defense,MilitaryHealth,Cost No Fee,21549899.38,8
2014,00:36.7,Defense,Navy,Cost Sharing,3306294,26
2014,00:36.7,Defense,Navy,Fixed Price Level of Effort,41708109.29,202
2014,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,3528853358,10174
2014,00:36.7,Defense,Other DoD,Firm Fixed Price,10331281140,9853991
2012,00:36.7,Defense,DLA,Time and Materials,12725107.75,93
2012,00:36.7,Defense,MDA,Fixed Price Award Fee,0,NULL
2012,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,677469214.9,151
2012,00:36.7,Defense,Navy,Cost Plus Award Fee,6005036355,7313
2012,00:36.7,Defense,Navy,Cost Plus Fixed Fee,21911878214,41693
2012,00:36.7,Defense,Navy,Fixed Price Level of Effort,74939570.49,444
2012,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,383998228,1665
2012,00:36.7,Defense,Navy,Other (none of the above),990779.53,33
2012,00:36.7,Defense,Other DoD,Firm Fixed Price,12011011841,8927288
2012,00:36.7,Defense,Other DoD,Fixed Price Incentive,-28736921.55,36
2012,00:36.7,Defense,Other DoD,Not Reported,-1789063.65,46
2013,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,Army,Cost Plus Award Fee,6156278174,2035
2013,00:36.7,Defense,Army,Labor Hours,874030945.5,1194
2013,00:36.7,Defense,DLA,Cost Plus Fixed Fee,57973703.56,109
2013,00:36.7,Defense,DLA,Other (none of the above),0,2
2013,00:36.7,Defense,MDA,Cost No Fee,25696969.73,117
2013,00:36.7,Defense,MDA,Labor Hours,3616658.983,16
2013,00:36.7,Defense,MilitaryHealth,Labor Hours,74880,5
2013,00:36.7,Defense,Navy,Fixed Price Incentive,24986489548,2046
2013,00:36.7,Defense,Navy,Fixed Price Redetermination,58757412.85,119
2013,00:36.7,Defense,Navy,Not Reported,2504215.53,13
2013,00:36.7,Defense,Other DoD,Cost Plus Award Fee,166730985.6,608
2013,00:36.7,Defense,Other DoD,Cost Plus Incentive,169575637.7,412
2014,00:36.7,Defense,Air Force,Cost Plus Incentive,2806216148,1029
2014,00:36.7,Defense,Air Force,Firm Fixed Price,28928844478,114768
2014,00:36.7,Defense,Army,Combination (two or more),363703748.6,808
2014,00:36.7,Defense,Army,Time and Materials,1082177430,3821
2014,00:36.7,Defense,DLA,Time and Materials,10375192.24,91
2014,00:36.7,Defense,MDA,Fixed Price Award Fee,-20.89,1
2014,00:36.7,Defense,MilitaryHealth,Combination (two or more),0,1
2014,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,1092876534,181
2014,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2014,00:36.7,Defense,MilitaryHealth,Time and Materials,33234641.69,19
2014,00:36.7,Defense,Navy,Cost Plus Fixed Fee,23700881312,39715
2014,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,48016119.78,1426
2014,00:36.7,Defense,Navy,Other (none of the above),316255.613,23
2014,00:36.7,Defense,Other DoD,Combination (two or more),-33009559.61,546
2014,00:36.7,Defense,Other DoD,Fixed Price Incentive,214143278.9,35
2014,00:36.7,Defense,Other DoD,Not Reported,-192379.1,7
2014,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2011,00:36.7,Defense,MDA,Labor Hours,21368702.11,187
2011,00:36.7,Defense,Navy,Not Reported,-461833.3,53
2011,00:36.7,Defense,Other DoD,Cost Plus Incentive,133573522.1,610
2011,00:36.7,Defense,Other DoD,Fixed Price Award Fee,128274214.7,308
2011,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,87523935.32,346
2012,00:36.7,Defense,Air Force,Combination (two or more),434146225.6,1187
2012,00:36.7,Defense,Air Force,Cost No Fee,2712600816,5980
2012,00:36.7,Defense,Air Force,Cost Sharing,73884860.54,57
2012,00:36.7,Defense,Air Force,Fixed Price Incentive,2812264445,1231
2012,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,597907454,819
2012,00:36.7,Defense,Air Force,Labor Hours,408793145.4,1538
2012,00:36.7,Defense,Army,Cost Plus Incentive,1950407635,542
2012,00:36.7,Defense,Army,Not Reported,-159113.71,71
2012,00:36.7,Defense,DLA,Cost Plus Incentive,21852921.28,8
2012,00:36.7,Defense,MDA,Fixed Price Incentive,161511086.4,53
2012,00:36.7,Defense,MilitaryHealth,Combination (two or more),2633285,1
2012,00:36.7,Defense,Navy,Combination (two or more),5157177570,1905
2012,00:36.7,Defense,Navy,Fixed Price Incentive,13595507928,1530
2012,00:36.7,Defense,Other DoD,Cost Sharing,2420794.36,24
2012,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,127240530.5,240
2013,00:36.7,Defense,Air Force,Cost No Fee,2426523295,5104
2013,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,484649024.2,742
2013,00:36.7,Defense,Air Force,Labor Hours,176462172.2,1073
2013,00:36.7,Defense,Air Force,Time and Materials,369996868.5,2284
2013,00:36.7,Defense,Army,Cost Plus Incentive,2436192548,712
2013,00:36.7,Defense,Army,Fixed Price Level of Effort,1106645950,747
2013,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,916105078.4,4218
2013,00:36.7,Defense,Army,Not Reported,3285826.16,53
2013,00:36.7,Defense,DLA,Fixed Price Level of Effort,3153689.06,1
2013,00:36.7,Defense,DLA,Not Reported,-66300.72,5
2013,00:36.7,Defense,MDA,Not Reported,-208556.44,2
2013,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2013,00:36.7,Defense,Navy,Combination (two or more),3676895146,1576
2013,00:36.7,Defense,Navy,Firm Fixed Price,33655038069,216738
2013,00:36.7,Defense,Other DoD,Cost No Fee,559658781.9,330290
2013,00:36.7,Defense,Other DoD,Cost Sharing,1909087.028,15
2013,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,1815776327,1444177
2013,00:36.7,Defense,Other DoD,Labor Hours,129266376.7,529
2014,00:36.7,Defense,Air Force,Time and Materials,246605944.1,1543
2014,00:36.7,Defense,Army,Fixed Price Incentive,1765053036,146
2014,00:36.7,Defense,Army,Fixed Price Level of Effort,680052811.6,572
2014,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,779793562,3916
2014,00:36.7,Defense,DLA,Cost Sharing,241787.2813,4
2014,00:36.7,Defense,DLA,Fixed Price Incentive,126534011.8,745
2014,00:36.7,Defense,DLA,Fixed Price Level of Effort,3158448.67,1
2014,00:36.7,Defense,MDA,Time and Materials,20469483.91,91
2014,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,2175286239,867
2014,00:36.7,Defense,Navy,Cost Plus Award Fee,4291133904,4843
2014,00:36.7,Defense,Navy,Firm Fixed Price,32549581005,216003
2014,00:36.7,Defense,Navy,Fixed Price Redetermination,62250117.31,83
2014,00:36.7,Defense,Navy,Order Dependent (IDV only),0,0
2014,00:36.7,Defense,Other DoD,Cost No Fee,523046641,344062
2014,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,1467095331,1331848
2014,00:36.7,Defense,Other DoD,Labor Hours,138720542.8,422
2014,00:36.7,Defense,Other DoD,Time and Materials,15156158.33,1405
