ParentID	FiscalYear	ObligatedAmount	ObligatedAmountIsSmall	PercentIsSmall	LargeGreaterThan3B	MaxOfAnyIsSmall	MinOfAnyIsSmall	MaxOfIsOnePercentPlusSmall	MinOfIsOnePercentPlusSmall	MaxOfAlwaysIsSmall	MinOfAlwaysIsSmall
EDEM FOUNTAIN I	2003	697729	0	0	0	0	0	0	0	0	0
ORINCON INTERNATIONAL	2000	99999	99999	1	0	1	1	1	1	1	1
NET FYI	2006	546485	546485	1	0	1	1	1	1	1	1
BRANCH GROUP1049 PG BLVD	2012	176955.9	0	0	0	0	0	0	0	0	0
SOUTHERN COMPANY	2009	14588705.65	0	0	0	0	0	0	0	0	0
CARDINAL HEALTH	2007	1080031345	5911077.12	0.005473	1	1	0	1	0	0	0
CINERGY	2001	3253000	0	0	0	0	0	0	0	0	0
MCBRIDE & ASSOCIATED	2000	19972975	10074347	0.504398	0	1	1	1	1	0	0
DESIGN STAFFING	2001	58000	58000	1	0	1	1	1	1	1	1
COOPERATIVE PERSONNEL SERVICES	2005	116873727.9	0	0	0	0	0	0	0	0	0
APPLIED RESEARCH ASSOCIATES	2006	109813435.1	31221980.47	0.284318	0	1	0	1	0	0	0
MICHAEL FREDERIC DILLEY	2001	10000	10000	1	0	1	1	1	1	1	1
WOLVERINE SUPP	2009	32508.57	32508.57	1	0	1	1	1	1	1	1
LEXMARK INTERNATIONAL	2015	18315161.48	891450.68	0.048672	1	1	0	1	0	0	0
CIS SECURITY SYSTEMSORATI	2009	626904.55	532849.55	0.849969	0	1	1	1	1	0	0
SYRIS SOLUTIONS	2008	6292263.45	0	0	0	0	0	0	0	0	0
BW/IP INTERNATIONAL	2005	376172	235279	0.625455	0	1	1	1	1	0	0
AMEC HOLDING	2011	72648163.14	0	0	1	0	0	0	0	0	0
EC AMERICA	2002	4555019	4555019	1	0	1	1	1	1	1	1
AKAL SECURITY	2005	431488375.4	-21695	-0.00005	0	1	0	0	0	0	0
LG EVERIST	1999	847917	749000	0.883341	0	1	1	1	1	0	0
THOMSONORGANIZATIONHOLDINGS	2008	1099341.71	173156	0.157508	0	1	1	1	1	0	0
ELEKTA HOLDINGS	2005	115337.52	0	0	0	0	0	0	0	0	0
TECTA AMERICA	2005	-144973	3314	-0.022859	0	1	0	1	0	0	0
CLEAN METRO	2002	2549005	2549005	1	0	1	1	1	1	1	1
KENNETH BALK	1999	444154	0	0	0	0	0	0	0	0	0
KNIGHT PROTECTIVE SERVICES	2002	36592338	23411262	0.639785	0	1	1	1	1	0	0
DYNCORP INTERNATIONAL	2002	2119002086	4924500	0.002323	1	1	0	1	0	0	0
AMERICAN CHEMICAL SOCIETY	2005	11333818.6	53631.28	0.004731	0	1	1	1	0	0	0
"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]"	2008	1120339.04	1120339.04	1	0	1	1	1	1	1	1
NASATKA BARRIER	2002	2624277	2624277	1	0	1	1	1	1	1	1
TECTA AMERICA	2008	807706.21	12316.54	0.015248	0	1	1	1	1	0	0
ESCO ENERGY	2001	9996177	0	0	0	0	0	0	0	0	0
GARLAND INDUSTRIES	2005	425113	0	0	0	1	1	0	0	0	0
SAFARICOM	2002	40000	0	0	0	0	0	0	0	0	0
SERGENT MECHAN	1996	5433510	5433510	1	0	1	1	1	1	1	1
CHAS KURZ &	2008	48581629	48581629	1	0	1	1	1	1	1	1
FPMI COMMUNICATIONS	2008	36126	0	0	0	0	0	0	0	0	0
AQUA PRO	2011	596341.4	357230.44	0.599036	0	1	1	1	1	1	0
THE ASSOCIATED PRESS	2008	1672887.69	0	0	0	0	0	0	0	0	0
THE ALUET	2002	11245662	11245662	1	0	1	1	1	1	1	1
CENTURION GROUP	2008	8504588.92	8504588.92	1	0	1	1	1	1	1	1
DIAGNON	2011	14005468.84	3125266	0.223146	0	1	1	1	1	0	0
"ESABI, Ltd"	2011	26368.38	0	0	0	0	0	0	0	0	0
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL	1999	720131	48000	0.066654	0	1	0	1	0	1	0
SPACE ENVIRONMENT	2002	307150	307150	1	0	1	1	1	1	1	1
AMERICAN CHEMICAL SOCIETY	2002	4482898	0	0	0	0	0	0	0	0	0
ILLINOIS AMERICAN	1999	879811	0	0	0	0	0	0	0	0	0
MERCEDES BENZ	2005	14872.99	0	0	0	0	0	0	0	0	0
BOSTON PROPERTIES	2007	13215994.12	943717.6	0.071407	0	1	0	1	0	1	0
SCIENCE & ENGINEERING SERVICES	1997	1998808	1998808	1	0	1	1	1	1	1	1
RUAG	2013	1810751.875	0	0	0	0	0	0	0	0	0
INTERNATIONAL ORGANIZATION FOR MIGRATION	2013	105642	0	0	0	0	0	0	0	0	0
CHELTON AVIONICS	2009	6631004.85	6784.95	0.001023	0	1	1	0	0	0	0
ULTRA ELECTRONICS HOLDINGS PLC	1999	3926483	0	0	0	0	0	0	0	0	0
ASSOCIATION OF AM RAILROADS	2013	14718926.38	14700426.38	0.998743	0	1	1	1	1	0	0
HAMILTON PRODUCTS	2013	4279665.305	4203400.565	0.982179	0	1	1	1	1	0	0
FUTRON	2013	16879992.88	16607298.12	0.983845	0	1	1	1	1	1	0
WORLDCOM [VERIZON]	1997	651788	0	0	1	0	0	0	0	0	0
MAXTECH HOLDING	2004	1408320	0	0	0	0	0	0	0	0	0
SONY USA	2000	42972	0	0	0	0	0	0	0	0	0
"BALFOUR BEATTY/DPR/BIG-D, A JOINT VENTURE"	2013	141838645	0	0	1	0	0	0	0	0	0
NIPPON SANSO	2000	1530304	74035	0.048379	0	1	1	1	1	0	0
REED TECHNOLOGY	2009	68184555.19	0	0	0	0	0	0	0	0	0
G & G CONTRACTING	2007	10295.82	10295.82	1	0	1	1	1	1	1	1
TYCO INTERNATIONAL	2005	560296.67	0	0	0	0	0	0	0	0	0
DEWBERRY	1999	2476480	0	0	0	0	0	0	0	0	0
CHALMETTE LEVEE CONSTRUCTORS JV	2011	-59721471.68	0	0	1	0	0	0	0	0	0
THE SEGAL GROUP	2005	6209.5	0	0	0	0	0	0	0	0	0
CUBIC	2008	356449574.3	51225979.47	0.143711	0	1	0	1	0	0	0
TECHNICORP INT	2008	15143.46	15143.46	1	0	1	1	1	1	1	1
ACEPEX MANAGEMENT	2002	1481110168	1481110168	1	0	1	1	1	1	1	1
GATE PETROLEUM COMPANY	2005	598760	0	0	0	0	0	0	0	0	0
AMERICAN ORDINANCE LLC A JOINT	2005	91734786.5	0	0	0	0	0	0	0	0	0
NATIONAL AIR CARGO	2011	207941382.9	207881914.9	0.999714	0	1	1	1	1	0	0
RITE FORCE SERVICE	2008	18966.54	18966.54	1	0	1	1	1	1	1	1
Mansfield Oil	2011	44287050.86	44268264.29	0.999575	0	1	1	1	1	0	0
CRITICAL SOLUTIONS INTERNATIONAL	2008	146923780.5	139629613.7	0.950354	0	1	1	1	1	0	0
WAREONEARTH COMMUNICATIONS	2005	22215542	22215542	1	0	1	1	1	1	1	0
3M	1999	1116071	0	0	1	0	0	0	0	0	0
INTERFACE	2008	2525230.59	81718.78	0.03236	0	1	0	1	0	1	0
ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND	2002	1781593	0	0	0	0	0	0	0	0	0
GONZALES CONSULTING SERVICES	2008	11710896.63	11710896.63	1	0	1	1	1	1	1	1
ACDI/VOCA	2011	12917432.15	0	0	0	0	0	0	0	0	0
MORAN TOWING	2008	11660678.47	50995	0.004373	0	1	0	1	0	1	0
FUTURES GROUP INTERNATIONAL	2005	34613147.39	0	0	0	0	0	0	0	0	0
CENDANT MOBILITY SERVICES	2005	42490792.92	57500	0.001353	0	1	0	1	0	0	0
CORPORATE EXPRESS	2005	3709057.5	3709057.5	1	0	1	1	1	1	1	1
KIRBYORAT	2008	1503593.35	814801.68	0.541902	0	1	1	1	1	0	0
IVEY MECHANICA	1999	28399	0	0	0	0	0	0	0	0	0
PACIFIC MARINE	2008	9260275	9260275	1	0	1	1	1	1	1	1
CDW	2011	598653653.1	746323.04	0.001246	1	1	0	1	0	1	0
CADDELL CONSTRUCTION CO	2011	329563827.9	0	0	0	0	0	0	0	0	0
NANA DEVELOPMENT CORP	1999	22486306	22486306	1	0	1	1	1	1	1	1
Mansfield Oil	2008	40292559.86	36844077.75	0.914413	0	1	1	1	1	0	0
MBR ELECTRIC	1999	795398	795398	1	0	1	1	1	1	1	1
ALLIANCE FOR SUSTAINABLE ENERGY	2011	368828127.1	0	0	1	0	0	0	0	0	0
REFLECTONE	2005	81177921.4	397044	0.004891	0	1	1	0	0	0	0
NORTHWEST AIRLINES	1996	942075	0	0	0	0	0	0	0	0	0
RITE FORCE SERVICE	2005	31416	31416	1	0	1	1	1	1	1	1
PRAXIS INTERNATIONAL	2000	11758774	11758774	1	0	1	1	1	1	1	1
TERADYNE	2000	2701456	64000	0.02369	0	1	0	1	0	1	0
SERCO GROUP PLC	1994	243818	0	0	1	0	0	0	0	0	0
DATATRAC INFORMATION SERVICES [COMPUTER SCIENCES]	1997	1511004	1434270	0.949216	0	1	1	1	1	1	0
NTS TECHNICAL SYSTEMS	2000	71955	85955	1.194566	0	1	1	1	1	1	0
SDS INTERNATION	2013	1788089.436	1288529.655	0.720618	0	1	1	1	1	0	0
AVISTA	1999	851961	0	0	0	0	0	0	0	0	0
MOTOR OILCORINTH REFINERIES SA	1997	110522309	0	0	1	0	0	0	0	0	0
AMERICAN TRANS AIR KALITTA JV	1994	1094741	0	0	0	0	0	0	0	0	0
STUART C IRBY COMPANY	2010	357012.68	6200.3	0.017367	0	1	0	1	0	0	0
VXI TECHNOLOGY	2004	453490	453490	1	0	1	1	1	1	1	1
INVENSYS CONSTRUCTION ENGINE	2003	-483482	0	0	0	0	0	0	0	0	0
FIRTH CONSTRUCTION	1991	1007000	1007000	1	0	1	1	1	1	1	1
ANALEX	2000	21325046	21407046	1.003845	0	1	0	1	0	1	0
MICROS SYSTEMS	2003	194420	0	0	0	0	0	0	0	0	0
KONGSBERG GRUPPEN	1998	109820	0	0	0	0	0	0	0	0	0
EAGLE INDUSTRIES UNLIMITED	2011	76442600.66	-1755.17	-0.000022	0	1	1	0	0	0	0
TUTOR PERINI	2001	75584843	0	0	1	0	0	0	0	0	0
COBHAM PLC	2007	47162064.15	36452040.48	0.77291	0	1	0	1	0	0	0
COBHAM PLC	2004	11329038.5	6260848	0.552637	0	1	0	1	0	0	0
B & H PHOTO VIDEO	2007	17692254.61	597610.2	0.033778	0	1	1	1	1	0	0
AXEL JOHNSON	1998	1225469	0	0	0	0	0	0	0	0	0
SEMIS	2012	110289	0	0	0	0	0	0	0	0	0
ARCHITECTURE TECHNOLOGY	2001	1653772	1653772	1	0	1	1	1	1	1	1
THE COWPERWOOD COMPANY	2006	2632	2632	1	0	1	1	1	1	1	1
AIRPORT EQUIPMENT RENTALS	2001	279712	279712	1	0	1	1	1	1	1	1
NESTLE	2012	210782346.3	123300.13	0.000584	1	1	0	1	0	0	0
RUBBISH REMOVAL	2000	828860	116001	0.139952	0	1	1	1	1	0	0
THE WHITING TURNER CONTRACTING COMPANY	2015	302415322	0	0	1	0	0	0	0	0	0
"ARLINGTON CAPITAL PARTNERS [TSI GROUP, INC ]"	2006	4006206	4006206	1	0	1	1	1	1	1	1
BURLINGTON ENV	1997	2023918	0	0	0	0	0	0	0	0	0
NEW CENTURY ENERGIES	2001	793000	175000	0.22068	0	1	1	1	1	0	0
COMTEQ FEDERAL	2013	51197162.11	6453428.741	0.12605	0	1	1	1	1	0	0
IER	2003	191580	0	0	0	0	0	0	0	0	0
GREENLAND CONTRACTORS I/S	2013	114379135.3	0	0	0	0	0	0	0	0	0
AMSTAR	2003	57685	57685	1	0	1	1	1	1	1	1
COBHAM PLC	2013	1783029	-133788	-0.075034	0	1	0	0	0	0	0
KLA TENCOR	2003	112289	11942	0.10635	0	1	0	1	0	0	0
KOREA ELECTRIC POWER	2000	31053660	0	0	1	0	0	0	0	0	0
COX COMMUNICATIONS	2010	448733.37	0	0	0	0	0	0	0	0	0
GATEWAY	1994	2830611	0	0	0	0	0	0	0	0	0
SAFE BOATS INTERNATIONAL	2013	34885095.78	34757155.26	0.996332	0	1	1	1	1	0	0
COX COMMUNICATIONS	2007	3058476.93	951514.78	0.311107	0	1	1	1	1	0	0
WOLVERINE SUPP	2000	2843357	2843357	1	0	1	1	1	1	1	1
B & H PHOTO VIDEO	2013	10801148.65	260770.3398	0.024142	0	1	1	1	1	0	0
JHM RESEARCH & DEVELOPMENT	2010	-24552.28	-24552.28	1	0	1	1	1	1	1	1
GREENLAND CONTRACTORS I/S	2010	183598971.1	0	0	0	0	0	0	0	0	0
AMSTAR	2006	143873.01	133363	0.926949	0	1	1	1	1	0	0
KOREA ELECTRIC POWER	2003	28200244	0	0	1	0	0	0	0	0	0
NCI INFORMATION SYSTEMS	2007	190607832.9	159913201.8	0.838964	0	1	1	1	1	1	0
CRESCENT GUARDIAN	2000	1152967	1152967	1	0	1	1	1	1	1	1
CAROLYN E STORM	2003	203200	203200	1	0	1	1	1	1	1	1
NATIONAL SERVICE INDUSTRIES	2013	477268.5202	0	0	0	0	0	0	0	0	0
COBHAM PLC	2010	3498580.98	2874135.65	0.821514	0	1	0	1	0	0	0
GATEWAY	1997	41844321	221290	0.005288	0	1	0	0	0	0	0
THE HERTZ	2013	5145255.788	14784.0601	0.002873	0	1	0	1	0	0	0
ELECTRONIC CABLE SPECIALISTS	2006	53116	40438	0.761314	0	1	1	1	1	0	0
E-SYSTEMS	1994	517398631	3634454	0.007024	0	1	1	0	0	0	0
JHM RESEARCH & DEVELOPMENT	2007	73235067.09	73235067.09	1	0	1	1	1	1	1	1
KLA TENCOR	2000	284455	0	0	0	0	0	0	0	0	0
B & H PHOTO VIDEO	2010	13001371.73	254153.65	0.019548	0	1	1	1	1	0	0
JERSEY CENTRAL	1997	14240264	0	0	0	0	0	0	0	0	0
BLACK & VEATCH HOLDING	1997	12941924	0	0	0	0	0	0	0	0	0
IAP WORLDWIDE SERVICES	2004	196128102	0	0	0	0	0	0	0	0	0
TENNESSEE APPAREL	2007	70157265	70157265	1	0	1	1	1	1	1	1
HASKELL COMPANY	2004	28102296	95784	0.003408	0	1	1	0	0	0	0
UNIVERSITY HOSPITAL	2007	513122.28	0	0	0	0	0	0	0	0	0
INSTITUTE OF INTERNATIONAL EDU	2013	1608045.85	0	0	0	0	0	0	0	0	0
NAVMAR APPLIED SCIENCES	2013	153935861.8	149818511.6	0.973252	0	1	1	1	1	0	0
UPS	1994	64940	0	0	1	0	0	0	0	0	0
ULTRA ELECTRONICS HOLDINGS PLC	2002	10102847	0	0	0	0	0	0	0	0	0
LUTHERAN SOCIAL SERVICES OF MI	2003	337947	0	0	0	0	0	0	0	0	0
CK ENVIRONMENTAL	2003	1550	1550	1	0	1	1	1	1	1	1
AMERICAN AUTOM	1997	61027838	61027838	1	0	1	1	1	1	1	1
CLEAN HARBORS	2003	4719999	-1159466	-0.245649	0	1	0	1	0	1	0
ANJOU INTERNATIONAL	2006	155000	155000	1	0	1	1	1	1	0	0
DYNAMIC STRUCTURES & MATERIA	2007	485226.92	485226.92	1	0	1	1	1	1	1	1
AEROVIRONMENT	1991	1725000	1725000	1	0	1	1	1	1	1	1
SCIENCE & ENGINEERING SERVICES	2000	8285971	8285971	1	0	1	1	1	1	1	1
CHELTON AVIONICS	2012	731303.06	217497.12	0.29741	0	1	1	1	1	0	0
MINE SAFETY APPLIANCES COMPANY	1991	81102000	0	0	0	0	0	0	0	0	0
BOSTON PROPERTIES	2004	19163788.84	1005867.29	0.052487	0	1	0	1	0	0	0
EASTMAN KODAK	2013	-10817.3401	0	0	0	0	0	0	0	0	0
SSI SERVICES	2010	1720729	0	0	0	0	0	0	0	0	0
RUAG	2010	5508590	0	0	0	0	0	0	0	0	0
SONY USA	1997	1501929	49307	0.032829	0	1	1	1	1	0	0
TURNER BROADCA	2003	251798	0	0	0	0	0	0	0	0	0
DYNAMIC STRUCTURES & MATERIA	2010	704095	704095	1	0	1	1	1	1	1	1
LONG FENCE COMPANY	2003	4689175	9935	0.002118	0	1	0	1	0	0	0
SUNGARD DATA SERVICES	2013	5059000	0	0	0	0	0	0	0	0	0
MISSION SYSTEMS	2000	66670	66670	1	0	1	1	1	1	1	1
EXPANETS	2007	6234467.16	5845976.57	0.937686	0	1	1	1	1	0	0
PARAVANT COMPUTER SYSTEMS [FINMECCANICA SPA]	1996	56080	0	0	0	0	0	0	0	0	0
INTERNATIONAL RESOURCES GROUP	2003	29533497	430863	0.014588	1	1	1	1	1	1	0
ADOBE	2006	656636.21	654.95	0.000997	0	1	1	0	0	0	0
TOLEM RESOURCES	2012	100108957.8	0	0	0	0	0	0	0	0	0
COMPUTER ASSOCIATES	2012	175104407.6	0	0	1	0	0	0	0	0	0
VIRGINIA MILLIMETER WAVE	2000	978190	978190	1	0	1	1	1	1	1	1
ANHAM JOINT VENTURE	2004	256370421	0	0	1	0	0	0	0	0	0
THE SALVATION ARMY	2012	438908.8	0	0	0	0	0	0	0	0	0
METHODE ELECTRONICS	2007	26300	0	0	0	0	0	0	0	0	0
HALLIBURTON	2011	-1971730.95	0	0	1	0	0	0	0	0	0
AVALON SYSTEMS PTY	2007	258895	258895	1	0	1	1	1	1	1	1
CARGILL	2012	131720955.7	10000	0.000075	1	1	0	0	0	0	0
MC VAC ENVIRONMENTAL	2006	180370	180370	1	0	1	1	1	1	1	1
LHI	2003	19879734	19879734	1	0	1	1	1	1	1	1
"UNIVERSAL SYSTEMS & TECHNOLOGY, INC, GYROCAM SYSTEMS"	2001	19578557	19578557	1	0	1	1	1	1	1	1
ITT	2007	3546532484	87352801.66	0.02463	1	1	0	1	0	1	0
SUPERFOS CONST	1999	188664	0	0	0	0	0	0	0	0	0
TECTA AMERICA	2002	7633903	941000	0.123265	0	1	0	1	0	0	0
HOMESTEAD VILLAGE	2009	144623	0	0	0	0	0	0	0	0	0
AIL SYSTEMS	1993	21149805	0	0	0	0	0	0	0	0	0
JUNIPER NETWORKS	2004	16622	14102	0.848393	0	1	1	1	1	0	0
RANGE TELEPHONE COOPERATIVE I	2008	9182.69	9182.69	1	0	1	1	1	1	1	1
T LAKE	2006	57474	57474	1	0	1	1	1	1	1	1
URS	2001	1152801952	1850252	0.001605	1	1	0	1	0	0	0
CADENCE GROUP	2001	2451576.22	1823576.22	0.743838	0	1	1	1	1	0	0
BOLLINGER SHIPYARDS	2011	186669279.8	0	0	0	0	0	0	0	0	0
ZKD [VERITAS]	2008	-6366.89	-6366.89	1	0	1	1	1	1	1	1
POLYTEX	2002	342000	342000	1	0	1	1	1	1	1	1
OFFSHORE LOGISTIS	2002	537000	537000	1	0	1	1	1	1	1	1
JOINT VENTURE [UT-BATTELLE]	2008	1202225092	0	0	1	0	0	0	0	0	0
SRI INTERNATIONAL	2011	271992747.4	0	0	0	1	0	0	0	0	0
THE MITRE	1999	416852230	0	0	0	0	0	0	0	0	0
OMI	2011	1595915.68	0	0	0	0	0	0	0	0	0
MICROCOSM	1999	7821346	7821346	1	0	1	1	1	1	1	1
HITACHI	2005	3374536.32	119590.99	0.035439	0	1	0	1	0	0	0
MDU RESOURCES	2008	3591726.57	3657	0.001018	0	1	1	0	0	0	0
LCOR PTO HEADQUARTERS	2002	3181972.82	250000	0.078567	0	1	0	1	0	0	0
BART & ASSOCIATES	2005	42794383.7	41580753.5	0.97164	0	1	1	1	1	0	0
EQM	2008	35130978.47	34771709.69	0.989773	0	1	1	1	1	0	0
FRAMACO INTERNATIONAL	2008	4448	0	0	0	0	0	0	0	0	0
TOTAL ACCESS SECURITY SYSTEMS	2008	128	128	1	0	1	1	1	1	1	1
BART & ASSOCIATES	2002	11008106.35	11008106.35	1	0	1	1	1	1	1	1
"UNIVERSITY OF CHICAGO, THE"	1999	279111	0	0	0	0	0	0	0	0	0
DATASCOPE	2005	1811157.53	18453	0.010188	0	1	1	1	0	0	0
JAY HENGES ENTERPRISES	2002	29000	29000	1	0	1	1	1	1	1	1
DUKE UNIVERSITY	1999	2996971	0	0	0	0	0	0	0	0	0
JAMES JOSEPH SWEENEY	2002	11000	11000	1	0	1	1	1	1	1	1
SYNETICS	1999	9878395	5247049	0.531164	0	1	1	1	1	0	0
SHOLDERS & SANFORD	2014	2523473.22	5815.2	0.002304	0	1	1	0	0	0	0
GTE [VERIZON]	2011	1756495.17	238236.5	0.135631	1	1	0	1	0	0	0
SALESFORCE COM	2005	86200	0	0	0	0	0	0	0	0	0
THE WORLD BANK	2008	9155	0	0	0	0	0	0	0	0	0
MEI TECHNOLOGIES	2008	77729837.99	77729837.99	1	0	1	1	1	1	1	1
ELLING HALVORSON	2005	1021347.5	1021347.5	1	0	1	1	1	1	1	1
DUN & BRADSTREET	2005	24951007.8	106253	0.004258	0	1	0	1	0	1	0
THE MITRE	2002	531785885.9	679593	0.001277	0	1	0	1	0	0	0
OERLIKON SPACE AG	2005	475838.5	109584	0.230296	0	1	1	1	1	0	0
EQM	2005	51789673.76	50286867.76	0.970982	0	1	1	1	1	0	0
HIGGINS DEVELOPMENT PARTNERS	2002	54163782	0	0	0	0	0	0	0	0	0
CHARLES T BRYANT & ASSOCIATES	2001	1370037	1370037	1	0	1	1	1	1	1	1
MICROCOSM	2002	5446815	5446815	1	0	1	1	1	1	1	1
717 PARKING SER	2005	276094	276094	1	0	1	1	1	1	1	1
TRANSTECHNOLOGY	2011	17255146.24	10740930.69	0.622476	0	1	1	1	1	0	0
CENTRAL HUDSON	2008	747542.39	13500	0.018059	0	1	0	1	0	0	0
PRUDENTIAL	2002	49498721	1165366	0.023543	1	1	0	1	0	1	0
THE ROSS GROUP	2015	5906502.22	4757598.29	0.805484	0	1	1	1	1	0	0
DEPARTMENT OF ENERGY	1995	238387051	0	0	1	0	0	0	0	0	0
ISYS	2015	60307588.17	59953416.5	0.994127	0	1	1	1	1	1	0
PARC NATIONAL	2012	3233	0	0	0	0	0	0	0	0	0
JVYS [YULISTA/SES]	2015	-4574510.13	0	0	0	0	0	0	0	0	0
COLONNA SHIPYARD	2015	35591392.12	35550659.6	0.998855	0	1	1	1	1	0	0
ISRAEL AIRCRAFT INDUSTRIES	1992	122355661	0	0	0	0	0	0	0	0	0
HIB - Latinoamerica S.R.L	2012	97096	0	0	0	0	0	0	0	0	0
JUAREZ & ASSOCIATES	2012	5148709.97	5148709.97	1	0	1	1	1	1	1	1
WASHINGTON GROUP/ALBERICI	2015	196299188	0	0	1	0	0	0	0	0	0
ABT ASSOCIATES	2012	311754443.5	1325529.71	0.004251	0	1	0	0	0	0	0
COMPUTER ASSOCIATES	2015	155630487.6	0	0	1	0	0	0	0	0	0
ROYAL DUTCH SHELL	2014	1587288120	0	0	1	0	0	0	0	0	0
UNIBAND	1998	129000	129000	1	0	1	1	1	1	1	1
NCS HOLDING COMPANY	2008	-6259	0	0	0	0	0	0	0	0	0
XILINX	2009	3483717	0	0	0	0	0	0	0	0	0
THE FORGE COMPANY	2015	6307707.01	-17410.52	-0.00276	0	1	1	0	0	0	0
PRAGMATICS	1996	837782	837782	1	0	1	1	1	1	1	1
MOFFATT & NICHOL ENGINEERS	2015	1953997.81	0	0	0	0	0	0	0	0	0
VOLT INFORMATION SCIENCES	2001	130293	0	0	0	0	0	0	0	0	0
COMCEL S.A.	2011	369993.17	0	0	0	0	0	0	0	0	0
VMWARE	2003	3570	3570	1	0	1	1	1	1	1	1
TOTAL SA	2011	269029286.9	0	0	1	0	0	0	0	0	0
RANGE TELEPHONE COOPERATIVE I	2011	4696.99	4696.99	1	0	1	1	1	1	1	1
NCS HOLDING COMPANY	2011	-1045.03	0	0	0	0	0	0	0	0	0
ITT	2010	2943483804	23952414.94	0.008137	1	1	0	1	0	1	0
CNA	2012	114572221.3	0	0	0	0	0	0	0	0	0
RIVER CITY TEC	2015	46010.05	46010.05	1	0	1	1	1	1	1	1
MAKEDONSKI TELEKOMUNIKACII	2000	2520000	0	0	0	0	0	0	0	0	0
BALL AEROSPACE & TECHNOLOGIES	2000	149749885	2238883	0.01495	1	1	1	1	0	0	0
URS	2004	1693506384	672206.1992	0.000396	1	1	0	1	0	0	0
ARMSTRONG SERVICES	2002	479255	479255	1	0	1	1	1	1	1	1
HOMESTEAD VILLAGE	2006	75994	37039	0.487393	0	1	1	1	1	1	0
HOMESTEAD VILLAGE	2003	938323	181298	0.193214	0	1	0	1	0	1	0
MOTOR TECHNOLOGY	2011	18428.75	18428.75	1	0	1	1	1	1	1	1
ARINC [Carlyle Group]	2005	495155401.8	31714	0.000064	0	1	0	0	0	0	0
BRECHAN ENTERPRISES	2008	7740	0	0	0	1	1	0	0	0	0
MINE SAFETY APPLIANCES COMPANY	2005	97409136.43	232630.57	0.002388	0	1	0	1	0	0	0
SYSTEM TECHNOLOGIES	2002	5080381.4	5080381.4	1	0	1	1	1	1	1	1
STEELE & ASSOCIATES	2007	2034878.5	2034448.5	0.999788	0	1	1	1	1	1	0
AKAL SECURITY	2008	440770416.7	535111.16	0.001214	0	1	0	0	0	0	0
DYNCORP INTERNATIONAL	2005	2320498510	179295	0.000077	1	1	0	1	0	1	0
AQUASIS SERVIC	2005	2214445	2214445	1	0	1	1	1	1	1	1
MICRON	2002	118985823.9	7393367	0.062136	1	1	0	1	0	1	0
AMERICAN INSTITUTE IN TAIWAN	1996	468571	0	0	0	0	0	0	0	0	0
HR STAFF MANAGEMENT	2005	2266729.28	2266729.28	1	0	1	1	1	1	1	1
MSE	2011	6507452.57	723315.57	0.111151	0	1	1	1	1	0	0
SAVANNAH RIVER NUCLEAR SOLUTIONS	2014	940948023.6	0	0	1	0	0	0	0	0	0
AMERICAN CHEMICAL SOCIETY	2011	23043951.63	0	0	0	0	0	0	0	0	0
AMERICAN INSTITUTE IN TAIWAN	2002	27234000	0	0	0	0	0	0	0	0	0
CASELLA WASTE MANAGEMENT	2001	29033	26727	0.920573	0	1	0	1	0	0	0
XYBION	1998	507205	507205	1	0	1	1	1	1	1	1
STINGER GHAFFARIAN TECHNOLOGIES	2005	80594120.3	80594120.3	1	0	1	1	1	1	1	1
SALOMON SANITATION	2011	130245.68	130245.68	1	0	1	1	1	1	1	1
VIRTEK VISION INTERNATIONAL	2002	150815	82000	0.543712	0	1	1	1	1	0	0
SOLPAC	2005	43190597	0	0	0	0	0	0	0	0	0
SUPERFOS CONST	2011	-176276.3	0	0	0	0	0	0	0	0	0
ILLINOIS AMERICAN	2005	1093392	0	0	0	0	0	0	0	0	0
STANLEY CONSUL	1999	78007	0	0	0	0	0	0	0	0	0
MICRON	2005	97895940.45	27980163.03	0.285815	1	1	0	1	0	1	0
HUNT COMPANIES	1995	98893845	0	0	0	0	0	0	0	0	0
MC VAC ENVIRONMENTAL	2005	390606	390606	1	0	1	1	1	1	1	1
PRAXIS INTERNATIONAL	2003	20753003.41	20753003.41	1	0	1	1	1	1	1	1
CAPE ENVIRONME	2004	60048331.49	57667329.04	0.960348	0	1	0	1	0	1	0
IMO INDUSTRIES	2013	9126791.021	465765.1299	0.051032	0	1	1	1	1	0	0
FINMECCANICA	2013	581993065.2	57638731.48	0.099036	1	1	0	1	0	1	0
HELLFIRE SYSTEMS	2010	450057636.1	0	0	1	0	0	0	0	0	0
SPEARHEAD AFRICA LIMITED	2013	39155	0	0	0	0	0	0	0	0	0
MICRONETICS	2004	492978	492978	1	0	1	1	1	1	1	1
EVERTON OGLESBY ASKEW ARC	2013	-6977	-6977	1	0	1	1	1	1	1	1
BURNS & MCDONNELL	1994	13269676	4522971	0.34085	0	1	1	1	1	0	0
SAALEX SOLUTIONS	2010	3594678.4	3594678.4	1	0	1	1	1	1	1	1
PRINCETON UNIVERSITY	1997	3590248	341000	0.094979	0	1	0	1	0	0	0
